CLIA	NPI	NPI_CLM_CNT	CLIA_CLM_CNT	TOTAL_CLM_CNT	NPI_FAC_NAME	NPI_ADDR_1	NPI_ADDR_2	NPI_CITY	NPI_STATE	NPI_ZIP	CLIA_FAC_NAME	CLIA_ADDR_1	CLIA_ADDR_2	CLIA_CITY	CLIA_STATE	CLIA_ZIP
	1811330152	1		1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
	1811366586	2		2	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
	1679677173	4		4	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
	1952676843	1,437		1,437	ACCESS COUNSELING GROUP, INC.	2600 AVENUE K STE 102		PLANO	TX	750745306	NA	NA	NA	NA	NA	NA
	1811398027	209		209	COLMED COLLECTION SERVICES, LLC	2100 N HWY 360 STE 207B		GRAND PRAIRIE	TX	750501010	NA	NA	NA	NA	NA	NA
	1811902299	19		19	A & C HEALTHCARE SERVICES, INC.	1331 CAMDEN AVENUE		CAMPBELL	CA	950086701	NA	NA	NA	NA	NA	NA
	1952740227	773		773	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
	1679738934	8		8	PATHOLOGY LABORATORIES WEST PLLC	9303 PARK WEST BLVD		KNOXVILLE	TN	379234322	NA	NA	NA	NA	NA	NA
	1912139643	41		41	BAPTIST EASLEY HOSPITAL	200 FLEETWOOD DR		EASLEY	SC	296402022	NA	NA	NA	NA	NA	NA
	1811944515	2		2	UNITED SHOCKWAVE SERVICES LTD	1875 W DEMPSTER ST	SUITE G04	PARK RIDGE	IL	600681186	NA	NA	NA	NA	NA	NA
	1679787980	58		58	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
	1679816201	7		7	TEMECULA VALLEY HOSPITAL INC	31700 TEMECULA PKWY		TEMECULA	CA	925925896	NA	NA	NA	NA	NA	NA
	1720071954	4		4	UNITED HEALTH SYSTEMS INC.	124 WALNUT ST		WOODLAND	CA	956953137	NA	NA	NA	NA	NA	NA
	1679829204	189		189	SOUTH FLORIDA LABORATORY, LLC	3395 LAKEWORTH RD	SUITE 1	LAKE WORTH	FL	33463	NA	NA	NA	NA	NA	NA
	1679850994	51		51	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
	1811969355	11		11	GRANCARE LLC	1900 CHURCH LN		SAN PABLO	CA	948063708	NA	NA	NA	NA	NA	NA
	1770559981	38		38	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
	1962450452	8,724		8,724	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
	1962459487	354		354	PRUITTHEALTH - LAFAYETTE, LLC	205 ROADRUNNER BLVD		LA FAYETTE	GA	307282161	NA	NA	NA	NA	NA	NA
	1679895163	76		76	DECATUR HOSPITAL AUTHORITY	850 12TH AVE.		FORT WORTH	TX	761042516	NA	NA	NA	NA	NA	NA
	1720090194	372		372	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
	1679981765	15		15	WINNIE-STOWELL HOSPITAL DISTRICT	1615 HILLENDAHL BLVD		HOUSTON	TX	77055	NA	NA	NA	NA	NA	NA
	1811984636	3		3	STATE UNIVERSITY OF IOWA	200 HAWKINS DR	C662GH	IOWA CITY	IA	522421009	NA	NA	NA	NA	NA	NA
	1962479360	20,346		20,346	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
	1720125552	377		377	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
	1689009854	1,370		1,370	EXCELSIOR INTEGRATED MEDICAL GROUP, PLLC	217 GRAND ST	SUITE 401	NEW YORK	NY	100134396	NA	NA	NA	NA	NA	NA
	1689017980	1		1	LABORATORY CORPORATION OF AMERICA	560 MEYERLAND PLAZA MALL		HOUSTON	TX	770961615	NA	NA	NA	NA	NA	NA
	1689072977	21		21	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
	1861864910	1		1	MAYFLOWER CARE CENTER LLC	5043 PECK RD		EL MONTE	CA	917321423	NA	NA	NA	NA	NA	NA
	1962514380	1		1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
	1720181795	14		14	STAR VIEW ADOLESCENT CENTER, INC.	4025 W 226TH ST		TORRANCE	CA	905052340	NA	NA	NA	NA	NA	NA
	1821007881	6,143		6,143	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
	1689614935	300		300	CLINCH HEALTHCARE LLC	390 SWEAT ST		HOMERVILLE	GA	316342302	NA	NA	NA	NA	NA	NA
	1689621450	1		1	OSCEOLA REGIONAL HOSPITAL, INC.	700 W OAK ST		KISSIMMEE	FL	347414924	NA	NA	NA	NA	NA	NA
	1821017880	74,793		74,793	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
	1689623563	1		1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
	1821031659	12		12	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
	1720273576	2		2	NORWAY MAPLE HOLDINGS, LLC	1445 SUPERIOR AVE		NEWPORT BEACH	CA	926636152	NA	NA	NA	NA	NA	NA
	1821037938	7		7	FREMONT HEALTH	450 E 23RD ST		FREMONT	NE	680252387	NA	NA	NA	NA	NA	NA
	1689639353	27		27	MOHAMMAD ALI FAISAL, M.D., P.A.	1283 SW STATE ROAD 47	SUITE 104	LAKE CITY	FL	320250490	NA	NA	NA	NA	NA	NA
	1821055690	3		3	FLORIDA MEDICAL CLINIC PA	38135 MARKET SQUARE		ZEPHYRHILLS	FL	33542	NA	NA	NA	NA	NA	NA
	1962685875	26		26	ST. LUKES EPISCOPAL-PRESBYTERIAN HOSPITAL	232 S WOODS MILL RD		CHESTERFIELD	MO	630173417	NA	NA	NA	NA	NA	NA
	1689650475	2		2	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
	1821063975	2		2	FRIENDS HOME INC	514 HIGH ST		WAYNESVILLE	OH	450689784	NA	NA	NA	NA	NA	NA
	1821070954	4		4	C MICAH RAND	12100 REED HARTMAN HWY		CINCINNATI	OH	452416071	NA	NA	NA	NA	NA	NA
	1689660631	10		10	DUAL CC, INC.	515 MARTIN LUTHER KING DR E		CINCINNATI	OH	452293316	NA	NA	NA	NA	NA	NA
	1689661076	1		1	THE HEALTH AND HOSPITAL CORPORATION OF MARION COUNTY	295 WESTFIELD RD		NOBLESVILLE	IN	460601424	NA	NA	NA	NA	NA	NA
	1689661357	12		12	MONTCLAIR MANOR CARE CENTER, LLC	5119 BANDERA ST		MONTCLAIR	CA	917634410	NA	NA	NA	NA	NA	NA
	1689663007	4,723		4,723	THE GOOD SHEPHERD HOSPITAL, INC.	700 E MARSHALL AVE		LONGVIEW	TX	756015580	NA	NA	NA	NA	NA	NA
	1689676835	47		47	NATCHITOCHES PARISH HOSPITAL SERVICE DISTRICT	501 KEYSER AVE		NATCHITOCHES	LA	714576018	NA	NA	NA	NA	NA	NA
	1821092297	2,863		2,863	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
	1770909319	1		1	GENEMARKERS LLC	126 E SOUTH ST		KALAMAZOO	MI	490074810	NA	NA	NA	NA	NA	NA
	1720471246	2		2	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
	1871606921	23		23	THE UNION HOSPITAL ASSOCIATION	659 BOULEVARD		DOVER	OH	446222026	NA	NA	NA	NA	NA	NA
	1821119249	22		22	SSC SAN ANTONIO WEST OPERATING COMPANY LLC	636 CUPPLES RD		SAN ANTONIO	TX	782374328	NA	NA	NA	NA	NA	NA
	1689710535	12		12	COMMUNITY CARE CENTER INC.	2335 MOUNTAIN AVE		DUARTE	CA	910103559	NA	NA	NA	NA	NA	NA
	1821124538	1		1	THE MEDITREND GROUP, INC.	301 NW 82ND AVE		PLANTATION	FL	333241811	NA	NA	NA	NA	NA	NA
	1821127978	83		83	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
	1689734725	67		67	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
	1689742785	4		4	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
	1821140567	131		131	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
	1689755928	58		58	CANYON AMBULATORY SURGERY CENTER, LLC	6036 N 19TH AVE	SUITE 100	PHOENIX	AZ	850152106	NA	NA	NA	NA	NA	NA
	1689761942	342		342	TAYLOR COUNTY HOSPITAL DISTRICT HEALTH FACILITIES CORPORATION	1700 OLD LEBANON RD		CAMPBELLSVILLE	KY	427189615	NA	NA	NA	NA	NA	NA
	1972540714	122		122	MANOR CARE OF PALM DESERT CA LLC	74350 COUNTRY CLUB DR		PALM DESERT	CA	922601608	NA	NA	NA	NA	NA	NA
	1689776841	50		50	MEMORIAL HEALTH UNIVERSITY MEDICAL CENTER INC.	4700 WATERS AVE		SAVANNAH	GA	314046220	NA	NA	NA	NA	NA	NA
	1689782039	234		234	EAST BAY CENTER FOR DIGESTIVE HEALTH MEDICAL ASSOCIATES, INC	300 FRANK H OGAWA PLZ	SUITE 450	OAKLAND	CA	946122037	NA	NA	NA	NA	NA	NA
	1821174467	18		18	FRONT PORCH COMMUNITIES AND SERVICES	650 HARRISON AVE		CLAREMONT	CA	917114538	NA	NA	NA	NA	NA	NA
	1821178575	2		2	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
	1689821118	124		124	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
	1689836645	107		107	HERITAGE PARK OF KATY LLC	6001 GEORGE BUSH DRIVE		KATY	TX	774931991	NA	NA	NA	NA	NA	NA
	1972574507	7		7	CCW LA JOLLA, LLC	8515 COSTA VERDE BLVD		SAN DIEGO	CA	921221130	NA	NA	NA	NA	NA	NA
	1730173725	4		4	AVALON CARE CENTER - MADERA, LLC	1700 HOWARD RD		MADERA	CA	936375131	NA	NA	NA	NA	NA	NA
	1821250762	1		1	PROVIDENCE HEALTH SYSTEM-SOUTHERN CALIFORNIA	18321 CLARK ST		TARZANA	CA	913563501	NA	NA	NA	NA	NA	NA
	1730176538	28		28	WINDSOR CARE CENTER NATIONAL CITY, INC	220 E 24TH STREET		NATIONAL CITY	CA	919506705	NA	NA	NA	NA	NA	NA
	1871770289	1		1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
	1730184342	2,764		2,764	ST. NICHOLAS HOSPITAL-SISTERS OF THE THIRD ORDER OF ST FRANCIS	3100 SUPERIOR AVE		SHEBOYGAN	WI	530811948	NA	NA	NA	NA	NA	NA
	1821290669	9,379		9,379	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
	1689953630	2,114		2,114	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
	1689966038	352		352	SPRINGFIELD CLINIC SOGA LAB	350 W CARPENTER ST		SPRINGFIELD	IL	627024902	NA	NA	NA	NA	NA	NA
	1972599231	3		3	CARE CENTER (PARK FOREST) INC.	8643 NE BEECH ST		PORTLAND	OR	972205012	NA	NA	NA	NA	NA	NA
	1730228867	2		2	GOLDEN AGE CONVALESCENT HOSPITAL, INC	523 BURLINGAME AVE		CAPITOLA	CA	950103307	NA	NA	NA	NA	NA	NA
	1821367061	10		10	MAPLEWOOD LABORATORIES, LLC	2515 INWOOD RD	STE 107	DALLAS	TX	75235	NA	NA	NA	NA	NA	NA
	1730262759	1,192		1,192	ROBERT S. SMITH MD, INC	11390 OLD ROSWELL ROAD	SUITE 100	ALPHARETTA	GA	30009	NA	NA	NA	NA	NA	NA
	1821390444	17		17	CASE WESTERN RESERVE UNIVERSITY	2085 ADELBERT RD		CLEVELAND	OH	441064907	NA	NA	NA	NA	NA	NA
	1780663419	347		347	DERMATOLOGY ASSOCIATES OF SWLA LLC	2000 TYBEE ST		LAKE CHARLES	LA	706054171	NA	NA	NA	NA	NA	NA
	1699105130	98		98	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
	1881008654	2		2	RAINBOW HEALTH CARE	111 E WASHINGTON AVE		BRISTOW	OK	740103444	NA	NA	NA	NA	NA	NA
	1699142315	6		6	ABSOLUTE DIAGNOSTICS LLC	1860 CROWN DR	SUITE 1408	FARMERS BRANCH	TX	752349415	NA	NA	NA	NA	NA	NA
	1821468422	3		3	LABORATORY CORPORATION OF AMERICA HOLDINGS	403 BURKARTH RD		WARRENSBURG	MO	640933101	NA	NA	NA	NA	NA	NA
	1730300971	2		2	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
	1821492570	37		37	THE ELITE LABS GROUP PA	1400 VETERANS HWY	SUITE 108	LEVITTOWN	PA	190562115	NA	NA	NA	NA	NA	NA
	1699192443	9		9	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
	1841487501	2		2	BRAVO CARE OF EDWARDSVILLE INC	6277 CENTER GROVE RD		EDWARDSVILLE	IL	620253309	NA	NA	NA	NA	NA	NA
	1831117746	3		3	MCINTOSH CLINIC, P.C.	119 W HILL ST		THOMASVILLE	GA	317926618	NA	NA	NA	NA	NA	NA
	1699703330	5		5	COLON & RECTAL ASSOCIATES PC	1811 E BERT KOUNS INDUSTRIAL LOOP	STE 430	SHREVEPORT	LA	711055740	NA	NA	NA	NA	NA	NA
	1831132018	10		10	UROLOGY SPECIALISTS OF WISCONSIN SC	3300 WESTHILL DRIVE		WAUSAU	WI	54401	NA	NA	NA	NA	NA	NA
	1831135383	252		252	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
	1730370594	5,677		5,677	PLANNED PARENTHOOD LOS ANGELES POMONA CENTER LAB	1550 N GAREY AVE		POMONA	CA	917673826	NA	NA	NA	NA	NA	NA
	1922403286	1		1	PREMIER PRIMARY CARE, PLLC	1208 EDWARDS ST		UNION CITY	TN	382615320	NA	NA	NA	NA	NA	NA
	1699722470	1		1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
	1699734640	19,343		19,343	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
	1831159656	1,052		1,052	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
	1730481078	250		250	SEQUENOM CENTER FOR MOLECULAR MEDICINE LLC	3595 JOHN HOPKINS CT		SAN DIEGO	CA	921211121	NA	NA	NA	NA	NA	NA
	1699768879	26		26	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
	1699769182	47		47	AG SEAL BEACH, LLC	3000 NORTH GATE ROAD		SEAL BEACH	CA	90740	NA	NA	NA	NA	NA	NA
	1881688976	43		43	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
	1881690212	2		2	HOLY SPIRIT HOSPITAL	503 N 21ST ST		CAMP HILL	PA	170112204	NA	NA	NA	NA	NA	NA
	1780914564	1		1	MCDONOUGH COUNTY HOSPITAL DISTRICT	525 E GRANT ST		MACOMB	IL	614553313	NA	NA	NA	NA	NA	NA
	1831206853	1,253		1,253	REGENT CARE CENTER OF LAREDO, LIMITED PARTNERSHIP	7001 MCPHERSON RD		LAREDO	TX	780416410	NA	NA	NA	NA	NA	NA
	1699795484	74		74	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
	1982609269	17		17	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
	1699820936	2,029		2,029	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
	1831235290	9		9	WINDSOR ROSEWOOD CARE CENTER, LLC	1911 OAK PARK BLVD		PLEASANT HILL	CA	945234601	NA	NA	NA	NA	NA	NA
	1699827113	40		40	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
	1831238443	602		602	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
	1699839878	2		2	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
	1699840231	44		44	WILLOW PASS HEALTH CARE CENTER, INC.	3318 WILLOW PASS RD		CONCORD	CA	945192316	NA	NA	NA	NA	NA	NA
	1831293125	1		1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
	1932172491	17		17	GRANCARE LLC	13484 SAN PABLO AVE		SAN PABLO	CA	948063904	NA	NA	NA	NA	NA	NA
	1982666111	7		7	MEMORIAL HERMANN HEALTH SYSTEM	6411 FANNIN ST		HOUSTON	TX	770301501	NA	NA	NA	NA	NA	NA
	1831362698	6		6	GREENRIDGE UROLOGY P.C.	12 GREENRIDGE AVE	SUITE 401	WHITE PLAINS	NY	106051238	NA	NA	NA	NA	NA	NA
	1790196178	146		146	TELECARE CORPORATION	47915 OASIS ST		INDIO	CA	922016950	NA	NA	NA	NA	NA	NA
	1699876094	35		35	INDIANA UNIVERSITY HEALTH TIPTON HOSPITAL INC	1000 S MAIN ST		TIPTON	IN	460729753	NA	NA	NA	NA	NA	NA
	1831383637	3		3	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
	1831389550	3,008		3,008	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
	1699889832	27		27	KAISER FOUNDATION HEALTH PLAN OF CO	2955 S BROADWAY		ENGLEWOOD	CO	801131526	NA	NA	NA	NA	NA	NA
	1699895557	3		3	SSC FORT COLLINS LEMAY AVENUE OPERATING COMPANY LLC	1000 S LEMAY AVE		FORT COLLINS	CO	805243914	NA	NA	NA	NA	NA	NA
	1699896472	4		4	SSC DENVER SOUTH MONACO OPERATING COMPANY LLC	895 S MONACO PKWY		DENVER	CO	802241501	NA	NA	NA	NA	NA	NA
	1831478593	1		1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
	1699930719	2		2	TIFFANY ROY, FNP, L.L.C.	9023 CAMERON ST.		DUSON	LA	70529	NA	NA	NA	NA	NA	NA
	1699932889	436		436	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
	1699942581	9		9	RACHEL NESS M.D., PLLC	4141 31ST AVE S	SUITE 103	FARGO	ND	581048778	NA	NA	NA	NA	NA	NA
	1831512771	1		1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
	1831524438	1		1	INSIGHT MEDICAL GENETICS, LLC	680 N LAKE SHORE DR	SUITE 1230	CHICAGO	IL	606114546	NA	NA	NA	NA	NA	NA
	1790768083	17		17	ANAHEIM TERRACE CARE CENTER, LLC	141 S. KNOTT AVE.		ANAHEIM	CA	928041406	NA	NA	NA	NA	NA	NA
	1699972539	4		4	DALLAS HOME FOR JEWISH AGED, INC.	11409 N CENTRAL EXPY		DALLAS	TX	752436678	NA	NA	NA	NA	NA	NA
	1932310026	181		181	SAINT FRANCIS MEDICAL CENTER	530 NE GLEN OAK AVE		PEORIA	IL	616033133	NA	NA	NA	NA	NA	NA
	1891700464	21		21	KINDRED NURSING CENTERS WEST, LLC	1517 E KNICKERBOCKER DR		STOCKTON	CA	952103119	NA	NA	NA	NA	NA	NA
	1700111754	121		121	PECAN VALLEY HEALTHCARE LLC	3838 E SOUTHCROSS BLVD		SAN ANTONIO	TX	782223556	NA	NA	NA	NA	NA	NA
	1700120938	11		11	ARK LABORATORY LLC	24555 SOUTHFIELD RD	SUITE 140	SOUTHFIELD	MI	480752738	NA	NA	NA	NA	NA	NA
	1700126133	1		1	RONALD BLATT MD PC	144 E 44TH ST	SUITE 225	NEW YORK	NY	100174008	NA	NA	NA	NA	NA	NA
	1841243722	4		4	ARIZONA CENTER FOR HEMATOLOGY AND ONCOLOGY PLC	5750 W THUNDERBIRD RD	SUITE C300	GLENDALE	AZ	853064660	NA	NA	NA	NA	NA	NA
	1700135399	1		1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
	1700136132	17		17	APOLLO HEALTHCARE AT BAY AREA, LP	4900 EAST SAM HOUSTON PARKWAY SOUTH		PASADENA	TX	77505	NA	NA	NA	NA	NA	NA
	1700141439	52,635		52,635	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
	1700152311	31		31	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
	1700180585	8		8	LAB ONE OF OHIO INC	1069 DELAWARE AVE	SUITE 205C	MARION	OH	433026459	NA	NA	NA	NA	NA	NA
	1700184991	29		29	ALOE HOLDINGS LLC	3400 BELL RD		AUBURN	CA	956039241	NA	NA	NA	NA	NA	NA
	1740676717	1,122		1,122	ARMUNE BIOSCIENCE INC	401 W MORGAN RD		ANN ARBOR	MI	481089109	NA	NA	NA	NA	NA	NA
	1841296282	24		24	ESKATON PROPERTIES, INCORPORATED	11300 FAIR OAKS BLVD		FAIR OAKS	CA	956285141	NA	NA	NA	NA	NA	NA
	1841297850	222		222	MATAGORDA NURSING AND REHABILITATION CENTER LLC	4521 AVENUE F		BAY CITY	TX	774148011	NA	NA	NA	NA	NA	NA
	1932507969	938		938	ORCHARD LABORATORIES CORP	7091 ORCHARD LAKE RD	SUITE 100	WEST BLOOMFIELD	MI	483223654	NA	NA	NA	NA	NA	NA
	1700270808	12		12	LAB GEEKS, LLC	1701 GREEN ROAD	SUITE B	DEERFIELD BEACH	FL	33060	NA	NA	NA	NA	NA	NA
	1841311404	53		53	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
	1841314804	26		26	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
	1790953156	2		2	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
	1700810942	539		539	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
	1841354354	41		41	CASA PACIFICA	23442 EL TORO RD		LAKE FOREST	CA	926306979	NA	NA	NA	NA	NA	NA
	1841383536	223		223	GASTROENTEROLOGY CENTER	4500 WEST RAILROAD STREET		GULFPORT	MS	39503	NA	NA	NA	NA	NA	NA
	1841388527	73		73	SIRUIUS PA	605 HOLDERRIETH BLVD		TOMBALL	TX	773756445	NA	NA	NA	NA	NA	NA
	1700821972	1		1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
	1841409059	1		1	MCLAREN REGIONAL MEDICAL CENTER	401 S BALLENGER HWY		FLINT	MI	485323638	NA	NA	NA	NA	NA	NA
	1841443017	1,162		1,162	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
	1700835592	1		1	UMASS MEMORIAL MRI & IMAGING CENTER, LLC	119 BELMONT ST		WORCESTER	MA	016052903	NA	NA	NA	NA	NA	NA
	1841474228	8		8	UROLOGY SPECIALISTS OF WEST FLORIDA LLP	430 MORTON PLANT ST	SUITE 206	CLEARWATER	FL	337563398	NA	NA	NA	NA	NA	NA
	1700838265	416		416	GGNSC MARIETTA LLC	613 ROSELANE ST NW		MARIETTA	GA	300606940	NA	NA	NA	NA	NA	NA
	1700843208	1		1	FAYETTEVILLE AMBULATORY SURGERY CENTER LIMITED PARTNERSHIP	1781 METROMEDICAL DR		FAYETTEVILLE	NC	283043862	NA	NA	NA	NA	NA	NA
	1700844610	3		3	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
	1700848942	1		1	MARQUIS COMPANIES I, INC	6040 SE BELMONT ST		PORTLAND	OR	972151974	NA	NA	NA	NA	NA	NA
	1700851649	40		40	CRISP REGIONAL HOSPITAL INC	902 7TH ST NORTH		CORDELE	GA	310103234	NA	NA	NA	NA	NA	NA
	1942260609	53		53	ARKANSAS SURGICAL HOSPITAL, LLC	5201 NORTHSHORE DRIVE		NORTH LITTLE ROCK	AR	721185312	NA	NA	NA	NA	NA	NA
	1942282918	129		129	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
	1700870797	18		18	AVALON CARE CENTER - MERCED HYLOND, LLC	3170 M ST		MERCED	CA	953482403	NA	NA	NA	NA	NA	NA
	1700872587	8		8	HILLCREST NURSING AND REHABILITATION LP	300 E BROWN ST		WYLIE	TX	750984451	NA	NA	NA	NA	NA	NA
	1700873205	41		41	COUNTRY VIEW NURSING AND REHABILITATION LP	1900 N FRANCES ST		TERRELL	TX	751601215	NA	NA	NA	NA	NA	NA
	1851320915	592		592	SANDPIPER REHAB AND NURSING - DELAWARE, LLC	1049 ANNA KNAPP BLVD		MOUNT PLEASANT	SC	294643133	NA	NA	NA	NA	NA	NA
	1942296447	5		5	CARE CENTER (CASCADE TERRACE) INC.	5601 SE 122ND AVE		PORTLAND	OR	972364601	NA	NA	NA	NA	NA	NA
	1700878592	1		1	SIOUXLAND WOMEN'S HEALTH CARE, P.C.	1000 JACKSON ST		SIOUX CITY	IA	511051431	NA	NA	NA	NA	NA	NA
	1700882578	1		1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
	1992783484	623		623	BUENA VIDA HEALTH SERVICES, INC.	5027 PECAN GRV		SAN ANTONIO	TX	782223529	NA	NA	NA	NA	NA	NA
	1942317656	16,723		16,723	MEMORIAL HOSPITAL	1101 MICHIGAN AVE		LOGANSPORT	IN	469471528	NA	NA	NA	NA	NA	NA
	1851347108	347		347	PRUITTHEALTH - ASHBURN LLC	441 INDUSTRIAL DR	BOX 629	ASHBURN	GA	317145410	NA	NA	NA	NA	NA	NA
	1700919735	1		1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
	1700921954	1		1	ALLEN COUNTY	219 E MARKET ST		LIMA	OH	458014913	NA	NA	NA	NA	NA	NA
	1700928967	1		1	DR ROGERS MEDICAL GROUP PA.	2815 N LOOP 1604 E	STE 105	SAN ANTONIO	TX	782321702	NA	NA	NA	NA	NA	NA
	1720139355	1		1	POSITIVE & VIGILANT HEALTHCARE INC	331 ILENE ST		MARTINEZ	CA	945532631	NA	NA	NA	NA	NA	NA
	1942386198	15		15	TELECARE CORPORATION	6060 PARAMOUNT BLVD		LONG BEACH	CA	908053711	NA	NA	NA	NA	NA	NA
	1801833389	16		16	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
	1750595997	18		18	ADOBE GASTROENTEROLOGY, PC	2585 N WYATT DR		TUCSON	AZ	857126104	NA	NA	NA	NA	NA	NA
	1851371561	505		505	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
	1942457478	23		23	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
	1700967916	1		1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
	1801849104	1,074		1,074	WOMEN & CHILDRENS HOSPITAL LLC	4200 NELSON RD		LAKE CHARLES	LA	706054118	NA	NA	NA	NA	NA	NA
	1992857999	6		6	CF MERCED, LLC	510 WEST 26TH STREET		MERCED	CA	95340	NA	NA	NA	NA	NA	NA
	1851401251	10		10	G AND E HEALTHCARE SERVICES, LLC	14040 ASTORIA ST		SYLMAR	CA	913422949	NA	NA	NA	NA	NA	NA
	1851410864	1		1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
	1902130222	2		2	BEAVER VALLEY HOSPITAL	2200 EAST 3300 SOUTH		SALT LAKE CITY	UT	84109	NA	NA	NA	NA	NA	NA
	1710008669	119		119	SSC SPRUCE PINE OPERATING COMPANY LLC	218 LAUREL CREEK CT		SPRUCE PINE	NC	287773134	NA	NA	NA	NA	NA	NA
	1710009030	3		3	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
	1851454011	6,528		6,528	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
	1851467724	1		1	PATHOLOGY SERVICES OF TEXARKANA LLP	1000 PINE STREET	DEPARTMENT OF PATHOLOGY	TEXARKANA	TX	755015170	NA	NA	NA	NA	NA	NA
	1851477913	2		2	ST CLARE MEMORIAL HOSPITAL, INC	855 S MAIN ST		OCONTO FALLS	WI	541541241	NA	NA	NA	NA	NA	NA
