CLIA	NPI	NPI_CLM_CNT	CLIA_CLM_CNT	TOTAL_CLM_CNT	NPI_FAC_NAME	NPI_CITY	NPI_STATE	CLIA_FAC_NAME	CLIA_CITY	CLIA_STATE
	1790772465	37		37	GREENFIELD CARE CENTER OF SOUTH GATE	SOUTH GATE	CA	NA	NA	NA
	1790775161	1		1	MORROW COUNTY HOSPITAL	MOUNT GILEAD	OH	NA	NA	NA
	1982858700	1		1	ARIZONA UROLOGY SPECIALISTS, PLLC	PHOENIX	AZ	NA	NA	NA
	1841232279	71		71	INLAND VALLEY PARTNERS LLC	POMONA	CA	NA	NA	NA
	1790779288	19		19	AG REDLANDS, LLC	REDLANDS	CA	NA	NA	NA
	1790780047	3		3	HARRINGTON MEMORIAL HOSPITAL, INC.	SOUTHBRIDGE	MA	NA	NA	NA
	1841235454	366		366	EVANS COUNTY LTC LLC	CLAXTON	GA	NA	NA	NA
	1932370343	8		8	NA	NA	NA	NA	NA	NA
	1659458271	3		3	VISTA COVE CARE CENTER AT SAN GABRIEL, INC.	SAN GABRIEL	CA	NA	NA	NA
	1932383304	45		45	NA	NA	NA	NA	NA	NA
	1659463917	1		1	HORIZON MEDICAL CENTER, LTD.	SCHAUMBURG	IL	NA	NA	NA
	1790791127	296		296	NA	NA	NA	NA	NA	NA
	1659483691	6		6	MARQUIS COMPANIES I, INC	OREGON CITY	OR	NA	NA	NA
	1700138781	3		3	BREATHEAMERICA SHREVEPORT INC	SHREVEPORT	LA	NA	NA	NA
	1659513893	2,266		2,266	PIONEER HEALTH SERVICES OF PATRICK COUNTY, INC.	STUART	VA	NA	NA	NA
	1659528552	5		5	NA	NA	NA	NA	NA	NA
	1659538247	17		17	NA	NA	NA	NA	NA	NA
	1659552560	1		1	NA	NA	NA	NA	NA	NA
	1659585370	20		20	FRANCISCAN HEALTH SYSTEM	TACOMA	WA	NA	NA	NA
	1790854180	9		9	COLDWATER CARE CENTER LLC	N HOLLYWOOD	CA	NA	NA	NA
	1790860856	287		287	CARONDELET HEALTH NETWORK	TUCSON	AZ	NA	NA	NA
	1932506474	4		4	QUITMAN NURSING AND REHAB CENTER, LLC	QUITMAN	TX	NA	NA	NA
	1659631554	1,105		1,105	NA	NA	NA	NA	NA	NA
	1659641645	57		57	NA	NA	NA	NA	NA	NA
	1790909786	16		16	REGENCY GRESHAM NURSING & REHABILITATION CENTER LLC	GRESHAM	OR	NA	NA	NA
	1700281953	220		220	NA	NA	NA	NA	NA	NA
	1790934610	1		1	QUALITY CARE LLC	PARSONS	KS	NA	NA	NA
	1659671600	1		1	NA	NA	NA	NA	NA	NA
	1942200225	27		27	ODD FELLOWS HOME OF CALIFORNIA	SARATOGA	CA	NA	NA	NA
	1801007323	36		36	MEMORIAL HERMANN HEALTH SYSTEM	HOUSTON	TX	NA	NA	NA
	1659778264	90		90	NA	NA	NA	NA	NA	NA
	1659778488	2		2	VEDANTA LABORATORIES, INC	SAN CLEMENTE	CA	NA	NA	NA
	1659779643	6,076		6,076	ELEMENT 7 LABS LLC	COSTA MESA	CA	NA	NA	NA
	1659780096	9		9	BAY VISTA HEALTHCARE & WELLNESS CENTRE LP	LONG BEACH	CA	NA	NA	NA
	1841410230	29		29	NA	NA	NA	NA	NA	NA
	1801077193	7		7	LONG ISLAND WOMEN'S HEALTH CARE GROUP, PC	MINEOLA	NY	NA	NA	NA
	1669400347	3		3	DOCTOR TODAY TLC, LLC	LAKELAND	FL	NA	NA	NA
	1801104195	10		10	NA	NA	NA	NA	NA	NA
	1669403192	1		1	NACOGDOCHES COUNTY HOSPITAL DISTRICT	NACOGDOCHES	TX	NA	NA	NA
	1801137906	1		1	NA	NA	NA	NA	NA	NA
	1669408431	895		895	GORDON HEALTH CARE CENTER LLC	CALHOUN	GA	NA	NA	NA
	1669413662	2		2	SOUTHERN PLAINS MEDICAL CENTER INC	CHICKASHA	OK	NA	NA	NA
	1669416442	2		2	NA	NA	NA	NA	NA	NA
	1750380390	5		5	DOWNEY COMMUNITY CARE LLC	DOWNEY	CA	NA	NA	NA
	1992755573	431		431	NA	NA	NA	NA	NA	NA
	1669427563	699		699	P & S SURGERY CENTER LLC	MONROE	LA	NA	NA	NA
	1669431219	1		1	SHORE HEALTH SYSTEM, INC	EASTON	MD	NA	NA	NA
	1801194592	4		4	VITA CENTER FOR WOMEN, L.L.C.	DECATUR	IL	NA	NA	NA
	1801204482	144		144	MAD SCIENCE, LLC	LOS ANGELES	CA	NA	NA	NA
	1669453015	1		1	NA	NA	NA	NA	NA	NA
	1669454963	127		127	HMG PARK MANOR OF CONROE, L.L.C.	CONROE	TX	NA	NA	NA
	1700875705	1,673		1,673	BRENTWOOD HEALTHCARE, LTD	DALLAS	TX	NA	NA	NA
	1851336044	1		1	ST. JOSEPHS COMMUNITY HOSPITAL OF WEST BEND INC.	WEST BEND	WI	NA	NA	NA
	1669462891	5		5	HEALTCARE INVESTMENTS INC.	GARDENA	CA	NA	NA	NA
	1669468054	6		6	NA	NA	NA	NA	NA	NA
	1801811559	1		1	JEFFREY VAN METER MD INC	SOMERSET	OH	NA	NA	NA
	1801811765	358		358	NA	NA	NA	NA	NA	NA
	1801814785	2		2	CRESTWOOD BEHAVIORAL HEALTH, INC.	VALLEJO	CA	NA	NA	NA
	1801825005	29		29	HOSPITAL SERVICE DISTRICT #2 LASALLE PARISH	JENA	LA	NA	NA	NA
	1801825997	1		1	MERCY HEALTH-ALLEN HOSPITAL LLC	OBERLIN	OH	NA	NA	NA
	1669515391	27,434		27,434	NA	NA	NA	NA	NA	NA
	1669534566	42		42	LAURELBROOK SANITARIUM AND SCHOOL	DAYTON	TN	NA	NA	NA
	1669539243	24		24	MACHAON DIAGNOSTICS, INC.	OAKLAND	CA	NA	NA	NA
	1942477187	1		1	NA	NA	NA	NA	NA	NA
	1700969474	1		1	LABORATORY CORPORATION OF AMERICA	SEDONA	AZ	NA	NA	NA
	1700972791	5		5	TRINITY OAKLAND, INC	POMONA	CA	NA	NA	NA
	1669567335	1,305		1,305	NA	NA	NA	NA	NA	NA
	1669567897	2		2	NORTHCREST MEDICAL CENTER	SPRINGFIELD	TN	NA	NA	NA
	1669586376	125		125	JEFFERSON AMBULATORY SURGERY CENTER LLC	METAIRIE	LA	NA	NA	NA
	1669593257	205		205	UVALDE COUNTY HOSPITAL AUTHORITY	SAN ANTONIO	TX	NA	NA	NA
	1669595591	58		58	ALLETESS INC.	NORWELL	MA	NA	NA	NA
	1700998697	1		1	HOLY FAMILY MEMORIAL INC	MANITOWOC	WI	NA	NA	NA
	1710008263	10		10	SSC ATHENS OPERATING COMPANY LLC	ATHENS	TX	NA	NA	NA
	1669621496	1		1	CPM SURGERY CENTER 3, P.C.	DOUGLASVILLE	GA	NA	NA	NA
	1669640116	1		1	NA	NA	NA	NA	NA	NA
	1801874227	11,250		11,250	MAYO CLINIC HEALTH SYSTEM - FRANCISCAN MEDICAL CENTER, INC.	LA CROSSE	WI	NA	NA	NA
	1669643961	19		19	PM MANAGEMENT - PARK VALLEY NC LLC	ROUND ROCK	TX	NA	NA	NA
	1669646717	2		2	NA	NA	NA	NA	NA	NA
	1669654901	1		1	ELIZABETH D BRYAN MD PA	CLINTON	NC	NA	NA	NA
	1669658357	5		5	NA	NA	NA	NA	NA	NA
	1669658571	31		31	STERLINGTON CRITICAL ACCESS HOSPITAL, L.L.C.	BASTROP	LA	NA	NA	NA
	1952309429	1		1	NA	NA	NA	NA	NA	NA
	1851481881	1		1	SPRING ARBOR MANOR CARE CENTER, INC.	SPRING ARBOR	MI	NA	NA	NA
	1801892096	25		25	MEK NORWOOD PINES LLC	SACRAMENTO	CA	NA	NA	NA
	1952327256	39,796		39,796	NA	NA	NA	NA	NA	NA
	1669697157	12		12	EDDINGTON, SLOCUM & BERAULT	SLIDELL	LA	NA	NA	NA
	1952333478	3		3	SOUTHERN CALIFORNIA PERMANENTE MEDICAL GROUP	WOODLAND HILLS	CA	NA	NA	NA
	1952335887	141		141	FOUR STAR MEDICAL INVESTORS, LLC	HOUSTON	TX	NA	NA	NA
	1801899687	251		251	TRINITY SURGERY CENTER LLC	TRINITY	FL	NA	NA	NA
	1710145594	56		56	NA	NA	NA	NA	NA	NA
	1669756532	1		1	MERCY MEDICAL PARTNERS NORTHERN REGION LLC	DEFIANCE	OH	NA	NA	NA
	1669758736	4		4	CAREMERIDIAN, LLC	CHATSWORTH	CA	NA	NA	NA
	1669800165	54		54	LAB ONE LLC	FAYETTEVILLE	AR	NA	NA	NA
	1669882940	73		73	ACADIA GENERAL HOSPITAL, INC.	CROWLEY	LA	NA	NA	NA
	1669890828	4		4	TOMS DIAGNOSTICS LLC	TOMS RIVER	NJ	NA	NA	NA
	1801975784	273		273	NA	NA	NA	NA	NA	NA
	1710216650	2		2	NA	NA	NA	NA	NA	NA
	1679518450	31		31	ARLINGTON REHABILITATION & HEALTHCARE CENTER, LLC	BIRMINGHAM	AL	NA	NA	NA
	1811018476	5		5	SSC FORT WORTH DOWNTOWN OPERATING COMPANY LLC	FT WORTH	TX	NA	NA	NA
	1679523385	261		261	PARKRIDGE MEDICAL CENTER, INC.	CHATTANOOGA	TN	NA	NA	NA
	1811027501	3		3	NA	NA	NA	NA	NA	NA
	1710304050	291		291	RECOMBINE	LIVINGSTON	NJ	NA	NA	NA
	1679534069	39		39	NA	NA	NA	NA	NA	NA
	1679546907	39		39	NA	NA	NA	NA	NA	NA
	1811072812	2		2	NA	NA	NA	NA	NA	NA
	1811073489	8		8	NA	NA	NA	NA	NA	NA
	1679557888	38		38	CHRISTUS HEALTH SOUTHEAST TEXAS	BEAUMONT	TX	NA	NA	NA
	1952421828	1		1	SSC COLORADO SPRINGS ASPEN OPERATING COMPANY LLC	COLORADO SPRINGS	CO	NA	NA	NA
	1811154388	143,332		143,332	ST ELIZABETH MEDICAL CENTER, INC	EDGEWOOD	KY	NA	NA	NA
	1811161904	712		712	NA	NA	NA	NA	NA	NA
	1679583801	3		3	MASON FARMS BYRDSTOWN MEDICAL CENTER	BYRDSTOWN	TN	NA	NA	NA
	1952475923	1		1	NA	NA	NA	NA	NA	NA
	1861444283	367		367	GGNSC TIFTON LLC	TIFTON	GA	NA	NA	NA
	1679592208	5		5	NA	NA	NA	NA	NA	NA
	1811220270	21		21	QUINCE HOLDINGS, LLC	TUCSON	AZ	NA	NA	NA
	1679624506	1		1	PRAIRIE DU CHIEN MEMORIAL HOSPITAL ASSOCIATION INC	PRAIRIE DU CHIEN	WI	NA	NA	NA
	1679637292	50		50	MID VALLEY GASTORENTEROLOGY ASSOCIATES, INC.	MIDDLETOWN	OH	NA	NA	NA
	1679648273	4,546		4,546	NA	NA	NA	NA	NA	NA
	1679657993	35		35	SHEA HEALTHCARE CENTER INC	WHITTIER	CA	NA	NA	NA
	1720015993	43		43	NORTHEAST GEORGIA MEDICAL CENTER, INC.	GAINESVILLE	GA	NA	NA	NA
	1811305667	1		1	LABORATORY CORPORATION OF AMERICA HOLDINGS	AIKEN	SC	NA	NA	NA
	1720022379	22		22	COMANCHE COUNTY HOSPITAL AUTHORITY	LAWTON	OK	NA	NA	NA
	1811330152	1		1	NA	NA	NA	NA	NA	NA
	1811366586	2		2	NA	NA	NA	NA	NA	NA
	1679677173	4		4	NA	NA	NA	NA	NA	NA
	1952676843	1,437		1,437	ACCESS COUNSELING GROUP, INC.	PLANO	TX	NA	NA	NA
	1811398027	209		209	COLMED COLLECTION SERVICES, LLC	GRAND PRAIRIE	TX	NA	NA	NA
	1811902299	19		19	A & C HEALTHCARE SERVICES, INC.	CAMPBELL	CA	NA	NA	NA
	1952740227	773		773	NA	NA	NA	NA	NA	NA
	1679738934	8		8	PATHOLOGY LABORATORIES WEST PLLC	KNOXVILLE	TN	NA	NA	NA
	1912139643	41		41	BAPTIST EASLEY HOSPITAL	EASLEY	SC	NA	NA	NA
	1811944515	2		2	UNITED SHOCKWAVE SERVICES LTD	PARK RIDGE	IL	NA	NA	NA
	1679787980	58		58	NA	NA	NA	NA	NA	NA
	1679816201	7		7	TEMECULA VALLEY HOSPITAL INC	TEMECULA	CA	NA	NA	NA
	1720071954	4		4	UNITED HEALTH SYSTEMS INC.	WOODLAND	CA	NA	NA	NA
	1679829204	189		189	SOUTH FLORIDA LABORATORY, LLC	LAKE WORTH	FL	NA	NA	NA
	1679850994	51		51	NA	NA	NA	NA	NA	NA
	1811969355	11		11	GRANCARE LLC	SAN PABLO	CA	NA	NA	NA
	1770559981	38		38	NA	NA	NA	NA	NA	NA
	1962450452	8,724		8,724	NA	NA	NA	NA	NA	NA
	1962459487	354		354	PRUITTHEALTH - LAFAYETTE, LLC	LA FAYETTE	GA	NA	NA	NA
	1679895163	76		76	DECATUR HOSPITAL AUTHORITY	FORT WORTH	TX	NA	NA	NA
	1720090194	372		372	NA	NA	NA	NA	NA	NA
	1679981765	15		15	WINNIE-STOWELL HOSPITAL DISTRICT	HOUSTON	TX	NA	NA	NA
	1811984636	3		3	STATE UNIVERSITY OF IOWA	IOWA CITY	IA	NA	NA	NA
	1962479360	20,346		20,346	NA	NA	NA	NA	NA	NA
	1720125552	377		377	NA	NA	NA	NA	NA	NA
	1689009854	1,370		1,370	EXCELSIOR INTEGRATED MEDICAL GROUP, PLLC	NEW YORK	NY	NA	NA	NA
	1689017980	1		1	LABORATORY CORPORATION OF AMERICA	HOUSTON	TX	NA	NA	NA
	1689072977	21		21	NA	NA	NA	NA	NA	NA
	1861864910	1		1	MAYFLOWER CARE CENTER LLC	EL MONTE	CA	NA	NA	NA
	1962514380	1		1	NA	NA	NA	NA	NA	NA
	1720181795	14		14	STAR VIEW ADOLESCENT CENTER, INC.	TORRANCE	CA	NA	NA	NA
	1821007881	6,143		6,143	NA	NA	NA	NA	NA	NA
	1689614935	300		300	CLINCH HEALTHCARE LLC	HOMERVILLE	GA	NA	NA	NA
	1689621450	1		1	OSCEOLA REGIONAL HOSPITAL, INC.	KISSIMMEE	FL	NA	NA	NA
	1821017880	74,793		74,793	NA	NA	NA	NA	NA	NA
	1689623563	1		1	NA	NA	NA	NA	NA	NA
	1821031659	12		12	NA	NA	NA	NA	NA	NA
	1720273576	2		2	NORWAY MAPLE HOLDINGS, LLC	NEWPORT BEACH	CA	NA	NA	NA
	1821037938	7		7	FREMONT HEALTH	FREMONT	NE	NA	NA	NA
	1689639353	27		27	MOHAMMAD ALI FAISAL, M.D., P.A.	LAKE CITY	FL	NA	NA	NA
	1821055690	3		3	FLORIDA MEDICAL CLINIC PA	ZEPHYRHILLS	FL	NA	NA	NA
	1962685875	26		26	ST. LUKES EPISCOPAL-PRESBYTERIAN HOSPITAL	CHESTERFIELD	MO	NA	NA	NA
	1689650475	2		2	NA	NA	NA	NA	NA	NA
	1821063975	2		2	FRIENDS HOME INC	WAYNESVILLE	OH	NA	NA	NA
	1821070954	4		4	C MICAH RAND	CINCINNATI	OH	NA	NA	NA
	1689660631	10		10	DUAL CC, INC.	CINCINNATI	OH	NA	NA	NA
	1689661076	1		1	THE HEALTH AND HOSPITAL CORPORATION OF MARION COUNTY	NOBLESVILLE	IN	NA	NA	NA
	1689661357	12		12	MONTCLAIR MANOR CARE CENTER, LLC	MONTCLAIR	CA	NA	NA	NA
	1689663007	4,723		4,723	THE GOOD SHEPHERD HOSPITAL, INC.	LONGVIEW	TX	NA	NA	NA
	1689676835	47		47	NATCHITOCHES PARISH HOSPITAL SERVICE DISTRICT	NATCHITOCHES	LA	NA	NA	NA
	1821092297	2,863		2,863	NA	NA	NA	NA	NA	NA
	1770909319	1		1	GENEMARKERS LLC	KALAMAZOO	MI	NA	NA	NA
	1720471246	2		2	NA	NA	NA	NA	NA	NA
	1871606921	23		23	THE UNION HOSPITAL ASSOCIATION	DOVER	OH	NA	NA	NA
	1821119249	22		22	SSC SAN ANTONIO WEST OPERATING COMPANY LLC	SAN ANTONIO	TX	NA	NA	NA
	1689710535	12		12	COMMUNITY CARE CENTER INC.	DUARTE	CA	NA	NA	NA
	1821124538	1		1	THE MEDITREND GROUP, INC.	PLANTATION	FL	NA	NA	NA
	1821127978	83		83	NA	NA	NA	NA	NA	NA
	1689734725	67		67	NA	NA	NA	NA	NA	NA
	1689742785	4		4	NA	NA	NA	NA	NA	NA
	1821140567	131		131	NA	NA	NA	NA	NA	NA
	1689755928	58		58	CANYON AMBULATORY SURGERY CENTER, LLC	PHOENIX	AZ	NA	NA	NA
	1689761942	342		342	TAYLOR COUNTY HOSPITAL DISTRICT HEALTH FACILITIES CORPORATION	CAMPBELLSVILLE	KY	NA	NA	NA
	1972540714	122		122	MANOR CARE OF PALM DESERT CA LLC	PALM DESERT	CA	NA	NA	NA
	1689776841	50		50	MEMORIAL HEALTH UNIVERSITY MEDICAL CENTER INC.	SAVANNAH	GA	NA	NA	NA
	1689782039	234		234	EAST BAY CENTER FOR DIGESTIVE HEALTH MEDICAL ASSOCIATES, INC	OAKLAND	CA	NA	NA	NA
	1821174467	18		18	FRONT PORCH COMMUNITIES AND SERVICES	CLAREMONT	CA	NA	NA	NA
	1821178575	2		2	NA	NA	NA	NA	NA	NA
	1689821118	124		124	NA	NA	NA	NA	NA	NA
	1689836645	107		107	HERITAGE PARK OF KATY LLC	KATY	TX	NA	NA	NA
	1972574507	7		7	CCW LA JOLLA, LLC	SAN DIEGO	CA	NA	NA	NA
	1730173725	4		4	AVALON CARE CENTER - MADERA, LLC	MADERA	CA	NA	NA	NA
	1821250762	1		1	PROVIDENCE HEALTH SYSTEM-SOUTHERN CALIFORNIA	TARZANA	CA	NA	NA	NA
	1730176538	28		28	WINDSOR CARE CENTER NATIONAL CITY, INC	NATIONAL CITY	CA	NA	NA	NA
	1871770289	1		1	NA	NA	NA	NA	NA	NA
	1730184342	2,764		2,764	ST. NICHOLAS HOSPITAL-SISTERS OF THE THIRD ORDER OF ST FRANCIS	SHEBOYGAN	WI	NA	NA	NA
	1821290669	9,379		9,379	NA	NA	NA	NA	NA	NA
	1689953630	2,114		2,114	NA	NA	NA	NA	NA	NA
	1689966038	352		352	SPRINGFIELD CLINIC SOGA LAB	SPRINGFIELD	IL	NA	NA	NA
	1972599231	3		3	CARE CENTER (PARK FOREST) INC.	PORTLAND	OR	NA	NA	NA
	1730228867	2		2	GOLDEN AGE CONVALESCENT HOSPITAL, INC	CAPITOLA	CA	NA	NA	NA
	1821367061	10		10	MAPLEWOOD LABORATORIES, LLC	DALLAS	TX	NA	NA	NA
	1730262759	1,192		1,192	ROBERT S. SMITH MD, INC	ALPHARETTA	GA	NA	NA	NA
	1821390444	17		17	CASE WESTERN RESERVE UNIVERSITY	CLEVELAND	OH	NA	NA	NA
	1780663419	347		347	DERMATOLOGY ASSOCIATES OF SWLA LLC	LAKE CHARLES	LA	NA	NA	NA
	1699105130	98		98	NA	NA	NA	NA	NA	NA
	1881008654	2		2	RAINBOW HEALTH CARE	BRISTOW	OK	NA	NA	NA
	1699142315	6		6	ABSOLUTE DIAGNOSTICS LLC	FARMERS BRANCH	TX	NA	NA	NA
	1821468422	3		3	LABORATORY CORPORATION OF AMERICA HOLDINGS	WARRENSBURG	MO	NA	NA	NA
	1730300971	2		2	NA	NA	NA	NA	NA	NA
	1821492570	37		37	THE ELITE LABS GROUP PA	LEVITTOWN	PA	NA	NA	NA
	1699192443	9		9	NA	NA	NA	NA	NA	NA
	1841487501	2		2	BRAVO CARE OF EDWARDSVILLE INC	EDWARDSVILLE	IL	NA	NA	NA
	1831117746	3		3	MCINTOSH CLINIC, P.C.	THOMASVILLE	GA	NA	NA	NA
	1699703330	5		5	COLON & RECTAL ASSOCIATES PC	SHREVEPORT	LA	NA	NA	NA
	1831132018	10		10	UROLOGY SPECIALISTS OF WISCONSIN SC	WAUSAU	WI	NA	NA	NA
	1831135383	252		252	NA	NA	NA	NA	NA	NA
	1730370594	5,677		5,677	PLANNED PARENTHOOD LOS ANGELES POMONA CENTER LAB	POMONA	CA	NA	NA	NA
	1922403286	1		1	PREMIER PRIMARY CARE, PLLC	UNION CITY	TN	NA	NA	NA
	1699722470	1		1	NA	NA	NA	NA	NA	NA
	1699734640	19,343		19,343	NA	NA	NA	NA	NA	NA
	1831159656	1,052		1,052	NA	NA	NA	NA	NA	NA
	1730481078	250		250	SEQUENOM CENTER FOR MOLECULAR MEDICINE LLC	SAN DIEGO	CA	NA	NA	NA
	1699768879	26		26	NA	NA	NA	NA	NA	NA
	1699769182	47		47	AG SEAL BEACH, LLC	SEAL BEACH	CA	NA	NA	NA
	1881688976	43		43	NA	NA	NA	NA	NA	NA
	1881690212	2		2	HOLY SPIRIT HOSPITAL	CAMP HILL	PA	NA	NA	NA
	1780914564	1		1	MCDONOUGH COUNTY HOSPITAL DISTRICT	MACOMB	IL	NA	NA	NA
	1831206853	1,253		1,253	REGENT CARE CENTER OF LAREDO, LIMITED PARTNERSHIP	LAREDO	TX	NA	NA	NA
	1699795484	74		74	NA	NA	NA	NA	NA	NA
	1982609269	17		17	NA	NA	NA	NA	NA	NA
	1699820936	2,029		2,029	NA	NA	NA	NA	NA	NA
	1831235290	9		9	WINDSOR ROSEWOOD CARE CENTER, LLC	PLEASANT HILL	CA	NA	NA	NA
	1699827113	40		40	NA	NA	NA	NA	NA	NA
	1831238443	602		602	NA	NA	NA	NA	NA	NA
	1699839878	2		2	NA	NA	NA	NA	NA	NA
	1699840231	44		44	WILLOW PASS HEALTH CARE CENTER, INC.	CONCORD	CA	NA	NA	NA
	1831293125	1		1	NA	NA	NA	NA	NA	NA
	1932172491	17		17	GRANCARE LLC	SAN PABLO	CA	NA	NA	NA
	1982666111	7		7	MEMORIAL HERMANN HEALTH SYSTEM	HOUSTON	TX	NA	NA	NA
	1831362698	6		6	GREENRIDGE UROLOGY P.C.	WHITE PLAINS	NY	NA	NA	NA
	1790196178	146		146	TELECARE CORPORATION	INDIO	CA	NA	NA	NA
	1699876094	35		35	INDIANA UNIVERSITY HEALTH TIPTON HOSPITAL INC	TIPTON	IN	NA	NA	NA
	1831383637	3		3	NA	NA	NA	NA	NA	NA
	1831389550	3,008		3,008	NA	NA	NA	NA	NA	NA
	1699889832	27		27	KAISER FOUNDATION HEALTH PLAN OF CO	ENGLEWOOD	CO	NA	NA	NA
	1699895557	3		3	SSC FORT COLLINS LEMAY AVENUE OPERATING COMPANY LLC	FORT COLLINS	CO	NA	NA	NA
	1699896472	4		4	SSC DENVER SOUTH MONACO OPERATING COMPANY LLC	DENVER	CO	NA	NA	NA
	1831478593	1		1	NA	NA	NA	NA	NA	NA
	1699930719	2		2	TIFFANY ROY, FNP, L.L.C.	DUSON	LA	NA	NA	NA
	1699932889	436		436	NA	NA	NA	NA	NA	NA
	1699942581	9		9	RACHEL NESS M.D., PLLC	FARGO	ND	NA	NA	NA
	1831512771	1		1	NA	NA	NA	NA	NA	NA
	1831524438	1		1	INSIGHT MEDICAL GENETICS, LLC	CHICAGO	IL	NA	NA	NA
	1790768083	17		17	ANAHEIM TERRACE CARE CENTER, LLC	ANAHEIM	CA	NA	NA	NA
	1699972539	4		4	DALLAS HOME FOR JEWISH AGED, INC.	DALLAS	TX	NA	NA	NA
	1932310026	181		181	SAINT FRANCIS MEDICAL CENTER	PEORIA	IL	NA	NA	NA
	1891700464	21		21	KINDRED NURSING CENTERS WEST, LLC	STOCKTON	CA	NA	NA	NA
	1700111754	121		121	PECAN VALLEY HEALTHCARE LLC	SAN ANTONIO	TX	NA	NA	NA
	1700120938	11		11	ARK LABORATORY LLC	SOUTHFIELD	MI	NA	NA	NA
	1700126133	1		1	RONALD BLATT MD PC	NEW YORK	NY	NA	NA	NA
	1841243722	4		4	ARIZONA CENTER FOR HEMATOLOGY AND ONCOLOGY PLC	GLENDALE	AZ	NA	NA	NA
	1700135399	1		1	NA	NA	NA	NA	NA	NA
	1700136132	17		17	APOLLO HEALTHCARE AT BAY AREA, LP	PASADENA	TX	NA	NA	NA
	1700141439	52,635		52,635	NA	NA	NA	NA	NA	NA
	1700152311	31		31	NA	NA	NA	NA	NA	NA
	1700180585	8		8	LAB ONE OF OHIO INC	MARION	OH	NA	NA	NA
	1700184991	29		29	ALOE HOLDINGS LLC	AUBURN	CA	NA	NA	NA
	1740676717	1,122		1,122	ARMUNE BIOSCIENCE INC	ANN ARBOR	MI	NA	NA	NA
	1841296282	24		24	ESKATON PROPERTIES, INCORPORATED	FAIR OAKS	CA	NA	NA	NA
	1841297850	222		222	MATAGORDA NURSING AND REHABILITATION CENTER LLC	BAY CITY	TX	NA	NA	NA
	1932507969	938		938	ORCHARD LABORATORIES CORP	WEST BLOOMFIELD	MI	NA	NA	NA
	1700270808	12		12	LAB GEEKS, LLC	DEERFIELD BEACH	FL	NA	NA	NA
	1841311404	53		53	NA	NA	NA	NA	NA	NA
	1841314804	26		26	NA	NA	NA	NA	NA	NA
	1790953156	2		2	NA	NA	NA	NA	NA	NA
	1700810942	539		539	NA	NA	NA	NA	NA	NA
	1841354354	41		41	CASA PACIFICA	LAKE FOREST	CA	NA	NA	NA
	1841383536	223		223	GASTROENTEROLOGY CENTER	GULFPORT	MS	NA	NA	NA
	1841388527	73		73	SIRUIUS PA	TOMBALL	TX	NA	NA	NA
	1700821972	1		1	NA	NA	NA	NA	NA	NA
	1841409059	1		1	MCLAREN REGIONAL MEDICAL CENTER	FLINT	MI	NA	NA	NA
	1841443017	1,162		1,162	NA	NA	NA	NA	NA	NA
	1700835592	1		1	UMASS MEMORIAL MRI & IMAGING CENTER, LLC	WORCESTER	MA	NA	NA	NA
	1841474228	8		8	UROLOGY SPECIALISTS OF WEST FLORIDA LLP	CLEARWATER	FL	NA	NA	NA
	1700838265	416		416	GGNSC MARIETTA LLC	MARIETTA	GA	NA	NA	NA
	1700843208	1		1	FAYETTEVILLE AMBULATORY SURGERY CENTER LIMITED PARTNERSHIP	FAYETTEVILLE	NC	NA	NA	NA
	1700844610	3		3	NA	NA	NA	NA	NA	NA
	1700848942	1		1	MARQUIS COMPANIES I, INC	PORTLAND	OR	NA	NA	NA
	1700851649	40		40	CRISP REGIONAL HOSPITAL INC	CORDELE	GA	NA	NA	NA
	1942260609	53		53	ARKANSAS SURGICAL HOSPITAL, LLC	NORTH LITTLE ROCK	AR	NA	NA	NA
	1942282918	129		129	NA	NA	NA	NA	NA	NA
	1700870797	18		18	AVALON CARE CENTER - MERCED HYLOND, LLC	MERCED	CA	NA	NA	NA
	1700872587	8		8	HILLCREST NURSING AND REHABILITATION LP	WYLIE	TX	NA	NA	NA
	1700873205	41		41	COUNTRY VIEW NURSING AND REHABILITATION LP	TERRELL	TX	NA	NA	NA
	1851320915	592		592	SANDPIPER REHAB AND NURSING - DELAWARE, LLC	MOUNT PLEASANT	SC	NA	NA	NA
	1942296447	5		5	CARE CENTER (CASCADE TERRACE) INC.	PORTLAND	OR	NA	NA	NA
	1700878592	1		1	SIOUXLAND WOMEN'S HEALTH CARE, P.C.	SIOUX CITY	IA	NA	NA	NA
	1700882578	1		1	NA	NA	NA	NA	NA	NA
	1992783484	623		623	BUENA VIDA HEALTH SERVICES, INC.	SAN ANTONIO	TX	NA	NA	NA
	1942317656	16,723		16,723	MEMORIAL HOSPITAL	LOGANSPORT	IN	NA	NA	NA
	1851347108	347		347	PRUITTHEALTH - ASHBURN LLC	ASHBURN	GA	NA	NA	NA
	1700919735	1		1	NA	NA	NA	NA	NA	NA
	1700921954	1		1	ALLEN COUNTY	LIMA	OH	NA	NA	NA
	1700928967	1		1	DR ROGERS MEDICAL GROUP PA.	SAN ANTONIO	TX	NA	NA	NA
	1720139355	1		1	POSITIVE & VIGILANT HEALTHCARE INC	MARTINEZ	CA	NA	NA	NA
	1942386198	15		15	TELECARE CORPORATION	LONG BEACH	CA	NA	NA	NA
	1801833389	16		16	NA	NA	NA	NA	NA	NA
