PROCEDURE_CODE	Q12012	Q22012	Q32012	Q42012	Q12013	Q22013	Q32013	Q42013	Q12014	Q22014	Q32014	Q42014
L5981	0	0	0	0	0	0	1742	1759	1485	1905	1817	1893
L0710	0	0	0	0	0	0	19	11	10	12	17	13
L5728	0	0	0	0	0	0	6	4	2	6	1	0
B4087	0	0	0	5566	5501	5022	4341	4261	4112	3985	4199	4207
E0720	11647	12721	10879	0	0	0	0	0	0	0	0	0
K0848	964	1017	887	0	0	0	0	0	0	0	0	0
L2040	0	0	0	0	0	0	9	7	6	3	6	8
L5620	0	0	0	0	0	0	8807	9016	7842	9318	9308	9132
L1220	0	0	0	0	0	0	230	224	225	206	176	186
A6243	215	197	223	171	169	241	231	190	143	150	124	129
L1812	0	0	0	0	0	0	0	0	1196	2714	3791	4781
A4452	48878	47567	46975	0	0	0	0	0	0	0	0	0
E1225	0	0	0	1388	1450	1352	1392	1460	1496	1460	1671	1660
L6975	0	0	0	0	0	0	0	1	1	0	3	1
A6199	3573	3643	3737	3563	3296	3487	3859	3957	3781	4005	4327	4012
L2114	0	0	0	0	0	0	969	801	748	888	823	687
Q4007	0	1	0	0	0	0	0	0	0	0	0	0
A9277	331	391	398	491	496	505	596	765	743	750	752	773
L5857	0	0	0	0	0	0	4	4	6	10	4	3
E0185	19228	18111	17091	0	0	0	0	0	0	0	0	0
E1007	1932	2164	1971	0	0	0	0	0	0	0	0	0
A7521	0	0	0	0	0	0	5101	5181	4927	4739	4822	4706
L3935	0	0	0	0	0	0	192	170	313	223	220	218
L3570	0	0	0	0	0	0	6	5	8	2	6	4
L2375	0	0	0	0	0	0	16	10	11	6	12	9
E0940	0	0	0	11172	10867	10084	9883	9497	9040	8353	7936	7471
L5950	0	0	0	0	0	0	2609	2771	2450	2815	2699	2911
L0637	19826	21875	22813	23722	24355	25806	25440	24527	18774	17384	15480	13196
A6536	272	252	315	367	344	310	280	282	241	246	238	234
L3929	0	0	0	0	0	0	473	425	586	512	448	430
L1090	0	0	0	0	0	0	0	1	1	1	0	1
T4543	0	0	0	0	0	1	1	0	0	1	0	0
S9342	4	2	2	0	0	0	0	0	0	0	0	0
L3891	0	0	0	0	0	0	9	4	4	3	3	17
L2090	0	0	0	0	0	0	2	0	0	0	0	1
L0626	2610	2986	3022	2963	2850	3322	3201	3074	2516	2530	2361	2004
A4590	82	101	61	13	15	8	12	6	15	12	7	11
L1652	0	0	0	0	0	0	485	359	376	381	370	324
L6884	0	0	0	0	0	0	5	8	3	6	4	7
L3678	0	0	0	0	0	0	0	0	4	12	4	2
E0776	88580	84623	79407	75322	76307	72617	73416	62876	62353	59100	57137	53665
L1980	0	0	0	0	0	0	108	120	81	106	110	108
A6545	1681	1953	2205	2158	2179	2653	3048	3261	3058	3577	3787	3635
L5968	0	0	0	0	0	0	776	893	780	911	938	1070
E2606	0	0	0	92	53	50	50	64	56	52	61	64
T4523	2	0	1	0	0	1	0	1	18	10	8	6
L6675	0	0	0	0	0	0	88	102	82	88	77	76
L5230	0	0	0	0	0	0	2	2	3	2	4	8
E0604	38	24	25	57	23	29	21	24	26	25	32	27
L2390	0	0	0	0	0	0	223	242	200	226	253	280
E2202	0	0	0	743	813	828	841	818	832	814	817	722
L8010	843	909	909	903	781	994	879	882	692	853	804	838
L3216	0	0	0	0	0	0	2762	2802	2720	3739	3127	3270
Q4006	6	12	0	1	0	0	0	0	0	2	0	0
L6713	0	0	0	0	0	0	0	0	1	2	1	0
A6257	3020	3003	3016	2877	3109	3115	2962	2985	2837	2767	2870	2671
L5676	0	0	0	0	0	0	72	82	79	91	85	63
L5105	0	0	0	0	0	0	10	7	5	7	10	6
L0486	0	0	0	0	0	0	584	509	517	595	611	625
L5681	0	0	0	0	0	0	236	237	179	219	199	192
L6650	0	0	0	0	0	0	2	6	5	3	1	1
L2080	0	0	0	0	0	0	1	5	3	4	2	2
A6237	1629	1587	1420	1323	1298	1457	1369	1307	1289	1206	1248	1121
L5925	0	0	0	0	0	0	538	588	588	619	679	712
E0990	9140	9187	8761	7995	7289	6915	6624	6381	6256	5205	5225	4684
E0439	93117	85395	77751	72324	70517	63389	59000	52947	50334	44039	41691	37677
L5988	0	0	0	0	0	0	259	287	248	264	292	281
L5685	0	0	0	0	0	0	5925	5663	4930	5922	5838	5700
L5695	0	0	0	0	0	0	429	447	372	441	416	413
L5856	0	0	0	0	0	0	436	470	396	484	428	486
L0480	0	0	0	0	0	0	52	32	36	35	32	30
B4036	16711	15902	15030	14920	15413	14675	13455	13386	13766	13520	13773	13549
L3927	0	0	0	0	0	0	670	657	753	825	736	725
L2526	0	0	0	0	0	0	16	12	11	13	15	13
L0700	0	0	0	0	0	0	3	4	5	8	2	8
L3800	0	0	0	0	0	0	0	0	1	0	0	0
L1845	4391	5685	5470	5715	5826	6659	6640	6278	4526	5457	5269	3870
L5631	0	0	0	0	0	0	2650	2790	2429	2813	2691	2909
L5850	0	0	0	0	0	0	1522	1558	1487	1578	1484	1638
L6965	0	0	0	0	0	0	3	3	2	3	3	2
E0156	76594	86320	83036	77629	73425	85063	68095	62742	55522	69015	71390	64718
E2386	6253	6757	7118	7392	6443	6033	6859	6491	6468	7529	8098	7057
K0851	85	84	80	80	61	55	29	20	26	34	19	20
L2126	0	0	0	0	0	0	2	6	7	5	4	6
B4100	1022	945	973	1026	985	1088	1042	1004	1068	1042	1063	1026
T4522	4	6	1	3	2	3	3	2	2	3	1	4
L5984	0	0	0	0	0	0	676	631	567	645	694	635
L0982	0	0	0	0	0	0	7	4	9	17	18	6
E2384	0	0	0	555	521	574	655	629	512	603	536	432
Q4034	0	0	0	0	0	0	1	0	0	0	0	0
K0823	309694	293481	267317	231497	200581	166730	122401	73947	67647	63148	62511	62851
L2810	0	0	0	0	0	0	830	1026	1396	1318	1549	1863
L5697	0	0	0	0	0	0	59	38	31	35	43	33
L1030	0	0	0	0	0	0	8	5	11	8	3	4
K0007	21606	21353	20991	20656	21119	20534	19915	18641	18307	17550	17512	17229
A6549	3245	3711	3861	4194	3244	4087	3950	4441	3263	4124	4456	4590
E0911	0	0	0	477	502	427	387	372	376	334	324	274
L0113	0	0	0	0	0	0	50	48	29	53	51	39
L6960	0	0	0	0	0	0	0	0	0	1	0	1
K0828	0	0	0	22	19	12	9	4	6	4	2	3
L5312	0	0	0	0	0	0	21	21	21	19	20	16
E2614	0	0	0	61	38	31	35	34	38	38	47	38
E0461	818	794	791	745	667	684	683	645	688	703	707	726
L8500	0	0	0	0	0	0	192	194	147	186	177	173
L8691	0	0	0	0	0	0	0	0	0	2	0	0
E0260	574694	556970	535937	515426	513334	483477	463424	429787	408364	372389	355290	335740
A7000	46485	47094	45436	46331	45358	46662	47892	47671	44421	45550	46504	45236
A6209	25075	21717	20549	0	0	0	0	0	0	0	0	0
K0826	0	0	0	234	183	156	144	144	158	162	154	158
L3919	0	0	0	0	0	0	597	605	763	718	616	650
L2530	0	0	0	0	0	0	28	31	17	27	18	24
Q4001	0	3	1	0	0	0	0	0	0	0	0	0
A7003	288599	268760	262011	0	0	0	0	0	0	0	0	0
L8030	0	0	0	0	0	0	26250	28244	16345	24884	25590	27042
A4338	24497	23884	24332	24002	23743	24071	23925	23132	23146	22956	23122	22620
E0960	0	0	0	1492	1331	1362	1444	1453	1563	1403	1418	1433
A5105	487	494	455	411	355	361	385	371	375	405	384	373
L1270	0	0	0	0	0	0	35	30	31	34	29	45
L5701	0	0	0	0	0	0	1241	1272	1104	1310	1259	1371
L1844	0	0	0	0	0	0	1630	1228	1373	1449	1493	1631
L2760	0	0	0	0	0	0	38	41	27	42	59	51
L3221	0	0	0	0	0	0	1622	1569	1643	2037	1802	1876
L1910	0	0	0	0	0	0	17	92	19	23	16	26
L1902	19464	23627	25471	27507	21581	25264	26896	24984	24138	27908	27396	24952
E2603	0	0	0	4407	4286	4120	3528	3241	3005	3306	3198	2999
L3310	0	0	0	0	0	0	1613	1638	1343	1652	1559	1580
B4034	65988	63101	59508	58822	60054	58223	57232	57683	60024	58874	59721	57498
L2320	0	0	0	0	0	0	200	177	122	150	151	183
L0170	0	0	0	0	0	0	32	32	30	37	23	39
L3660	2815	2715	2852	3034	3189	3254	3168	3348	3786	3681	4508	5982
E0277	37135	35901	33417	31310	31835	30819	29044	26734	25592	23630	22313	20739
L3350	0	0	0	0	0	0	719	592	587	672	709	693
L3956	0	0	0	0	0	0	6	4	12	13	7	7
B4162	69	52	59	43	49	76	74	110	99	82	93	102
A6010	904	935	1230	0	0	0	0	0	0	0	0	0
L1907	0	0	0	0	0	0	398	441	319	420	435	437
L0633	0	0	0	0	0	0	265	276	195	223	224	186
L2550	0	0	0	0	0	0	104	53	68	69	66	69
L3976	0	0	0	0	0	0	3	0	0	0	0	0
K0801	0	0	0	314	290	327	313	320	267	302	301	267
K0070	0	0	0	560	576	530	603	655	550	602	603	679
A4500	762	715	696	606	632	736	727	661	640	722	627	525
L2260	0	0	0	0	0	0	114	119	108	112	115	125
L6810	0	0	0	0	0	0	2	3	1	2	3	3
L6715	2	4	2	1	2	2	3	3	2	5	9	3
L5810	0	0	0	0	0	0	80	95	85	77	84	89
L5960	0	0	0	0	0	0	38	44	34	53	34	44
L6370	0	0	0	0	0	0	3	1	2	8	1	3
L7600	0	0	0	0	0	0	43	38	33	32	44	45
L3901	0	0	0	0	0	0	20	13	18	7	11	7
L1310	0	0	0	0	0	0	2	1	0	1	3	1
E0676	551	3537	4716	3250	2996	3295	4436	4832	4893	4476	4141	3136
L3300	0	0	0	0	0	0	419	384	346	356	415	400
L2240	0	0	0	0	0	0	17	25	20	27	18	23
L3908	71231	72766	69749	69079	70282	73974	71505	70220	73563	74131	72897	69967
A6215	18	23	32	26	35	45	21	36	21	22	20	28
L5940	0	0	0	0	0	0	7475	7637	6598	7990	7953	7885
E1390	2996229	2798606	2644323	2577852	2715106	2596641	2674237	2550531	2638466	2532320	2560466	2466241
K0824	2823	2791	2645	2266	2053	1837	1596	1276	1219	1178	1180	1137
K0820	0	0	0	6	4	1	4	28	72	120	161	158
L6703	26	22	20	25	18	20	30	15	23	28	8	18
E0158	0	0	0	307	321	323	280	321	340	345	315	328
L2300	0	0	0	0	0	0	17	12	5	3	1	6
A4314	38023	37626	36658	35953	33401	33527	33438	32553	31743	30823	30312	29949
A4320	4356	4143	4136	3941	4107	4112	4506	4235	4077	3530	3592	3358
A4430	6167	6522	6506	6802	6217	6451	6636	6709	6322	6522	6607	6637
L3630	0	0	0	0	0	0	243	225	195	206	201	219
L6910	0	0	0	0	0	0	0	2	0	2	1	1
L3760	0	0	0	0	0	0	3207	3194	3200	3301	3440	3358
Q4046	17	8	0	0	1	0	0	0	2	0	0	0
L1005	0	0	0	0	0	0	11	4	4	23	22	34
A4340	3772	3827	3817	3831	3806	3768	3690	3519	3401	3575	3634	3576
L1680	0	0	0	0	0	0	13	16	12	18	8	11
E0951	0	0	0	28182	28271	28365	26019	24204	21718	19439	18589	17606
L8430	0	0	0	0	0	0	2319	2347	2122	2474	2440	2490
L5630	0	0	0	0	0	0	41	28	27	28	27	35
L5699	0	0	0	0	0	0	3	4	8	7	9	5
E0471	37177	38481	39874	41608	44500	45015	46891	46394	46314	45104	46621	48547
L3400	0	0	0	0	0	0	431	430	306	384	390	414
E0635	2330	2462	2682	2652	2378	2322	2267	2202	2040	2076	2167	2287
L2210	0	0	0	0	0	0	3576	3399	2955	3423	3318	3433
L4080	0	0	0	0	0	0	11	15	16	11	10	9
L3971	0	0	0	0	0	0	3	4	3	5	6	0
L2036	0	0	0	0	0	0	1016	971	877	945	927	909
L2270	0	0	0	0	0	0	4323	4105	3540	4010	4204	4139
L6697	0	0	0	0	0	0	11	5	0	5	2	5
L0859	0	0	0	0	0	0	57	46	48	77	43	54
L5400	0	0	0	0	0	0	17	16	13	13	10	9
L6400	0	0	0	0	0	0	6	5	6	9	3	10
E2209	0	0	0	1832	1735	1809	1684	1629	1638	1469	1540	1471
E0470	145940	145775	144734	145166	149087	148229	150116	149239	147824	144906	147327	146409
L0120	5485	5423	5162	5062	5196	5154	5163	4861	4739	4965	5064	4775
L6637	0	0	0	0	0	0	3	4	1	7	3	3
L2610	0	0	0	0	0	0	17	12	7	15	11	6
L2795	0	0	0	0	0	0	1390	1158	1350	1620	1535	1554
L4398	0	0	0	0	0	0	477	387	408	380	407	349
L8400	0	0	0	0	0	0	2954	2954	2514	3094	3157	2986
L3912	0	0	0	0	0	0	336	342	357	369	297	320
L6680	0	0	0	0	0	0	144	145	134	124	128	123
L8509	0	0	0	0	0	0	18	29	24	11	102	98
L8460	0	0	0	0	0	0	1258	1295	1279	1326	1268	1339
K0815	0	0	0	91	71	101	121	157	206	263	278	274
E0255	0	0	0	6545	7889	9238	10085	10560	11262	11763	12573	12477
L5980	0	0	0	0	0	0	652	682	549	699	651	667
L7405	0	0	0	0	0	0	6	7	10	9	9	8
L3670	17521	15649	15344	16428	18631	17828	17505	18555	22040	20440	20367	20040
L4370	0	0	0	0	0	0	132	129	127	154	122	126
L2230	0	0	0	0	0	0	704	626	464	556	564	576
L6200	0	0	0	0	0	0	2	5	0	2	2	4
L5638	0	0	0	0	0	0	9	7	3	5	5	3
A6259	295	318	313	300	285	261	310	253	213	215	266	231
E2201	0	0	0	9411	9892	9812	0	0	9304	9194	9594	9245
L7902	0	0	0	0	0	0	7	5	10	6	6	0
L2005	0	0	0	0	0	0	129	138	136	135	114	120
L1200	0	0	0	0	0	0	7	20	6	15	12	9
L6055	0	0	0	0	0	0	5	3	3	1	1	1
L2128	0	0	0	0	0	0	24	35	18	26	23	18
L6615	0	0	0	0	0	0	54	52	50	49	42	41
L5656	0	0	0	0	0	0	12	14	10	13	17	12
L0650	0	0	0	0	0	0	0	1	6706	10469	14289	16207
L1025	0	0	0	0	0	0	0	1	1	8	4	0
B4161	240	238	244	218	235	215	175	196	214	183	197	224
L2116	0	0	0	0	0	0	710	638	706	605	496	545
L2820	0	0	0	0	0	0	20925	20519	18029	20654	21284	20809
L5647	0	0	0	0	0	0	2104	2152	1841	2352	2314	2331
Q4005	0	0	0	0	0	0	0	0	0	2	1	0
A6210	5254	5203	5151	0	0	0	0	0	0	0	0	0
L5785	0	0	0	0	0	0	164	116	158	161	158	165
E0961	0	0	0	24858	25121	24834	22800	20741	19547	19131	19533	19290
A4495	285	273	217	283	437	418	507	633	681	660	517	228
95806	0	1	1	1	1	0	14	14	1	0	1	1
L2136	0	0	0	0	0	0	12	13	29	23	33	37
L6709	2	6	1	5	1	5	2	4	2	5	1	4
L3206	0	0	0	0	0	0	2	4	0	1	0	3
L8440	0	0	0	0	0	0	3875	3878	3691	4085	4215	4228
L5460	0	0	0	0	0	0	8	9	9	11	4	14
L3962	0	0	0	0	0	0	55	62	40	43	52	50
L6970	0	0	0	0	0	0	0	0	2	0	0	0
L4350	8823	10368	10423	8998	8643	10353	10424	9051	9292	10528	10761	9021
E0157	0	0	0	108	100	109	78	92	38	37	33	32
L0629	0	0	0	0	0	0	17	15	11	23	23	24
L1840	0	0	0	0	0	0	6	10	9	16	8	13
L1020	0	0	0	0	0	0	28	15	17	18	19	21
E1031	0	0	0	16164	15569	14759	13608	11899	10297	8812	7744	7049
E2363	4768	5043	4380	4058	3420	3938	3944	3682	3238	3721	3534	3459
L4386	15522	16852	16690	15305	15032	16305	17108	15794	14311	13865	13137	11221
L8507	0	0	0	0	0	0	719	678	639	604	662	666
L6205	0	0	0	0	0	0	1	1	0	1	0	0
L8420	0	0	0	0	0	0	10078	10038	8811	10624	10818	10391
L6694	0	0	0	0	0	0	34	30	37	41	47	35
L5585	0	0	0	0	0	0	8	7	10	12	10	8
A6203	1566	1691	1719	1540	1577	1815	1879	1741	1792	1922	2187	2257
L5010	0	0	0	0	0	0	68	72	38	47	55	61
E2604	0	0	0	273	266	282	263	216	214	307	326	282
E2615	0	0	0	1485	1342	1293	1191	1253	1193	1143	1197	1206
L2624	0	0	0	0	0	0	271	209	236	257	237	240
L2380	0	0	0	0	0	0	21	14	20	18	22	13
L3090	0	0	0	0	0	0	50	42	40	43	65	51
A6251	3416	3017	2854	2757	2667	2674	3095	2042	1909	1793	1803	1776
L3060	0	0	0	0	0	0	1475	1470	1320	1606	1534	1427
L0641	0	0	0	0	0	0	0	0	111	467	818	793
L3340	0	0	0	0	0	0	74	93	65	55	30	29
L3040	0	0	0	0	0	0	2465	2150	2021	2605	2230	2129
A6244	11	9	8	5	3	7	5	3	10	14	9	6
L6642	0	0	0	0	0	0	0	0	0	0	1	0
E0143	242032	244734	231172	227539	232182	234869	202354	199662	192648	200627	201758	195178
K0800	4489	4825	4525	3804	3004	2978	2532	2495	2252	2524	2875	2672
A6206	160	207	200	150	170	177	183	156	186	189	184	187
L5639	0	0	0	0	0	0	2	2	2	1	0	0
L5595	0	0	0	0	0	0	0	0	1	1	0	0
A6222	18833	16915	17465	0	0	0	0	0	0	0	0	0
L5500	0	0	0	0	0	0	7	1	16	6	6	10
L1080	0	0	0	0	0	0	1	3	1	0	1	1
L3936	0	0	0	0	0	0	0	0	0	0	1	0
K0816	0	0	0	456	414	453	849	1787	3055	4415	5776	6539
E0256	0	0	0	1013	833	659	502	389	314	291	317	340
L2628	0	0	0	0	0	0	4	2	4	5	5	11
E0971	100756	102118	100803	100942	104312	102174	96604	90464	83918	76421	72856	68122
L8330	0	0	0	0	0	0	23	14	17	7	15	18
L4020	0	0	0	0	0	0	3	3	0	0	0	1
A4351	99177	102453	106092	108263	107602	109466	113354	111704	110500	112776	117840	120027
L8049	0	0	0	0	0	0	20	15	24	15	23	16
L6050	0	0	0	0	0	0	8	12	5	7	6	10
E0957	0	0	0	404	350	365	405	407	443	404	391	420
A7031	141953	153707	146554	156477	157829	165938	163346	184486	187043	202117	219414	233365
L0984	0	0	0	0	0	0	97	91	86	103	102	92
L8435	0	0	0	0	0	0	82	81	70	69	66	69
K0040	0	0	0	5540	4808	4711	5162	5499	5725	5732	6008	5758
L5698	0	0	0	0	0	0	130	105	114	114	101	104
L5972	0	0	0	0	0	0	2747	3018	2715	3094	3185	3172
L3020	0	0	0	0	0	0	7497	7691	6711	7667	7879	7459
L5220	0	0	0	0	0	0	21	24	14	16	21	17
A6550	38394	39856	37660	38107	35956	37643	38351	37983	34292	36010	36255	35367
E1392	124259	129302	137066	149964	167579	173123	187392	188842	196836	196066	204768	203219
A7045	0	0	0	1098	1283	1418	1654	2448	981	884	1007	1104
L3380	0	0	0	0	0	0	8	11	11	11	19	12
L5200	0	0	0	0	0	0	36	44	44	33	32	50
L5818	0	0	0	0	0	0	24	33	21	16	23	33
L0980	0	0	0	0	0	0	1	1	1	0	5	2
L1970	8342	9259	9039	8709	7151	8289	8544	8097	6967	7951	8210	7918
L8032	0	0	0	0	0	0	288	382	231	277	255	265
L3070	0	0	0	0	0	0	102	29	28	36	103	253
E2213	0	0	0	2678	2514	2434	2620	2706	2908	2599	2775	2832
E0441	0	0	0	496	529	404	296	238	281	339	412	472
L3995	0	0	0	0	0	0	912	835	1150	965	886	846
L3150	0	0	0	0	0	0	0	0	0	1	0	0
E0601	803275	808107	817405	826863	849406	843279	855063	837241	832617	806825	830910	834680
A7029	0	0	0	3106	3116	3212	2951	3021	2928	2902	2889	2860
L2800	0	0	0	0	0	0	167	162	134	158	175	167
L6698	0	0	0	0	0	0	27	25	37	48	45	35
A7032	136058	140928	133023	138736	138070	146388	142046	160333	158522	162684	174663	186411
E0163	112033	104795	98557	0	0	0	0	0	0	0	0	0
L3720	0	0	0	0	0	0	88	87	96	69	49	60
L6310	0	0	0	0	0	0	0	0	0	1	0	0
A6537	65	71	53	63	48	52	45	47	36	48	38	46
L4110	0	0	0	0	0	0	200	208	172	199	210	153
L0150	0	0	0	0	0	0	475	541	435	434	577	654
L6500	0	0	0	0	0	0	6	6	4	9	3	5
L2132	0	0	0	0	0	0	2	2	0	3	1	6
L1960	6296	6810	6455	6071	5499	6054	5947	5767	4923	5406	5767	5520
A4326	1367	1381	1558	1684	1867	1815	1902	2083	2072	2266	2198	2453
L5655	0	0	0	0	0	0	703	697	652	708	703	673
L5643	0	0	0	0	0	0	37	48	39	45	37	36
L6648	0	0	0	0	0	0	0	0	0	2	2	0
A4357	103344	103593	103498	105019	101187	101968	103315	102281	100252	100442	101335	101431
L1820	11174	12284	12955	13366	13594	15974	16552	15549	16455	19015	20115	18935
L5636	0	0	0	0	0	0	44	37	25	32	41	44
L0643	0	0	0	0	0	0	0	0	46	121	120	140
L7366	0	0	0	0	0	0	10	5	4	14	9	3
K0822	26779	25829	24672	21748	19718	17487	14430	11154	10248	9311	8882	8886
A6544	4	3	2	2	7	1	1	2	3	4	3	2
Q4051	78	62	13	2	6	4	1	4	14	4	3	6
L1686	0	0	0	0	0	0	523	458	492	577	610	526
L2265	0	0	0	0	0	0	1030	1070	834	951	971	1024
L5930	0	0	0	0	0	0	84	104	83	73	96	86
L2630	0	0	0	0	0	0	11	27	14	13	13	16
L3701	0	0	0	0	0	0	0	0	1	0	0	0
A7034	318778	325640	315465	326863	318770	336779	306753	336109	320996	343538	365757	380773
E1038	0	0	0	66608	66209	64716	61262	56737	53076	48553	47183	45608
Q4032	0	1	0	0	0	0	0	0	0	0	0	0
E2204	0	0	0	139	148	185	217	286	358	233	209	113
L5666	0	0	0	0	0	0	154	125	118	151	157	134
L1240	0	0	0	0	0	0	40	45	30	45	48	42
L6655	0	0	0	0	0	0	34	38	33	32	27	27
L5651	0	0	0	0	0	0	2699	2808	2543	2941	2795	2994
L1951	0	0	0	0	0	0	1520	1513	1477	1668	1868	1929
E0603	34	34	38	33	38	51	51	42	51	57	92	102
L3030	0	0	0	0	0	0	2005	2026	2384	2802	2752	3163
L3204	0	0	0	0	0	0	0	2	0	0	0	0
L3202	0	0	0	0	0	0	3	1	5	2	5	2
L1085	0	0	0	0	0	0	0	0	1	0	0	0
E0463	8534	8784	9199	9195	9756	10017	10093	10410	11088	11159	11423	11459
L5999	0	0	0	0	0	0	526	503	360	480	412	403
L3080	0	0	0	0	0	0	173	162	165	165	157	135
L2430	0	0	0	0	0	0	221	183	177	161	171	160
L2395	0	0	0	0	0	0	197	179	146	200	188	191
L0642	0	0	0	0	0	0	0	2	13101	15464	17118	15188
L5658	0	0	0	0	0	0	37	25	35	27	30	30
E0570	1082101	1042367	1020041	0	0	0	0	0	0	0	0	0
A4425	26992	28243	29217	30864	28642	30082	31112	31746	29973	30803	31696	31980
K0813	0	0	0	130	106	88	70	45	45	42	25	28
A6254	248	262	244	258	241	232	242	248	259	283	431	275
L6670	0	0	0	0	0	0	26	21	13	28	20	26
L6625	0	0	0	0	0	0	3	0	1	1	2	4
E0302	0	0	0	183	201	183	149	129	110	97	117	102
L5616	0	0	0	0	0	0	16	10	14	17	9	11
L0625	0	0	0	0	0	0	2378	2295	1946	2205	2294	2033
L5722	0	0	0	0	0	0	0	0	1	0	0	1
E0310	0	0	0	1636	2091	1784	1993	1998	1873	1445	1436	1113
A6023	151	206	218	248	224	265	148	108	121	172	187	138
L3209	0	0	0	0	0	0	0	0	1	4	3	1
L4000	0	0	0	0	0	0	0	0	0	2	2	1
L1690	0	0	0	0	0	0	4	5	4	8	7	6
L5570	0	0	0	0	0	0	2	2	3	4	3	2
A4352	21361	21922	23319	24381	24517	25654	27015	27001	27110	28435	29907	30888
B4081	0	0	0	45	38	48	30	30	22	33	29	23
E0483	0	0	0	0	0	0	9151	9378	9386	9451	9353	9446
L1904	0	0	0	0	0	0	120	108	101	116	120	101
A6541	10	11	17	19	21	23	9	27	7	8	9	10
L0631	36508	38179	41384	43780	35237	36990	33942	32105	16416	13260	11271	9351
L6629	0	0	0	0	0	0	63	77	59	77	61	64
