NPI	NPICNT	TAXONOMY_CODE	TAXONOMY_DESC1	TAXONOMY_DESC2	TAXONOMY_DESC3	ORG_TYPE_CODE	ORG_TYPE_DESC
1366543795	729	291U00000X	Laboratories	Clinical Medical Laboratory		1009001	Laboratory, Clinic
1053342816	41,668	291U00000X	Laboratories	Clinical Medical Laboratory		1009001	Laboratory, Clinic
1477745891	25	291U00000X	Laboratories	Clinical Medical Laboratory		1009001	Laboratory, Clinic
1093792350	51,488	291U00000X	Laboratories	Clinical Medical Laboratory		1009001	Laboratory, Clinic
1417283623	9,389	291U00000X	Laboratories	Clinical Medical Laboratory		1009001	Laboratory, Clinic
1255571428	26,726	291U00000X	Laboratories	Clinical Medical Laboratory		1009001	Laboratory, Clinic
1346680816	1	291U00000X	Laboratories	Clinical Medical Laboratory		1009001	Laboratory, Clinic
1417388562	17	291U00000X	Laboratories	Clinical Medical Laboratory		1009001	Laboratory, Clinic
1609812445	18,403	291U00000X	Laboratories	Clinical Medical Laboratory		1009001	Laboratory, Clinic
1174925440	47,449	291U00000X	Laboratories	Clinical Medical Laboratory		1009001	Laboratory, Clinic
1033363270	22	291U00000X	Laboratories	Clinical Medical Laboratory		1009001	Laboratory, Clinic
1699921296	5,847	291U00000X	Laboratories	Clinical Medical Laboratory		1009001	Laboratory, Clinic
1225422488	39	291U00000X	Laboratories	Clinical Medical Laboratory		1009001	Laboratory, Clinic
1033374236	1	291U00000X	Laboratories	Clinical Medical Laboratory		1009001	Laboratory, Clinic
1831499391	30	291U00000X	Laboratories	Clinical Medical Laboratory		1009001	Laboratory, Clinic
1114200425	1	291U00000X	Laboratories	Clinical Medical Laboratory		1009001	Laboratory, Clinic
1235110834	7	291U00000X	Laboratories	Clinical Medical Laboratory		1009001	Laboratory, Clinic
1831524438	1	291U00000X	Laboratories	Clinical Medical Laboratory		1009001	Laboratory, Clinic
1336411933	1	291U00000X	Laboratories	Clinical Medical Laboratory		1009001	Laboratory, Clinic
1407136674	4	291U00000X	Laboratories	Clinical Medical Laboratory		1009001	Laboratory, Clinic
1326071424	11,606	291U00000X	Laboratories	Clinical Medical Laboratory		1009001	Laboratory, Clinic
1689692634	1	291U00000X	Laboratories	Clinical Medical Laboratory		1009001	Laboratory, Clinic
1740361690	39,162	291U00000X	Laboratories	Clinical Medical Laboratory		1009001	Laboratory, Clinic
1831574284	2	291U00000X	Laboratories	Clinical Medical Laboratory		1009001	Laboratory, Clinic
1841203429	39	291U00000X	Laboratories	Clinical Medical Laboratory		1009001	Laboratory, Clinic
1891105664	3	291U00000X	Laboratories	Clinical Medical Laboratory		1009001	Laboratory, Clinic
1184607442	20	291U00000X	Laboratories	Clinical Medical Laboratory		1009001	Laboratory, Clinic
1891135299	363	291U00000X	Laboratories	Clinical Medical Laboratory		1009001	Laboratory, Clinic
1386968782	17	291U00000X	Laboratories	Clinical Medical Laboratory		1009001	Laboratory, Clinic
1407252083	11	291U00000X	Laboratories	Clinical Medical Laboratory		1009001	Laboratory, Clinic
1750635934	182	291U00000X	Laboratories	Clinical Medical Laboratory		1009001	Laboratory, Clinic
1750366753	976	291U00000X	Laboratories	Clinical Medical Laboratory		1009001	Laboratory, Clinic
1568781300	114	291U00000X	Laboratories	Clinical Medical Laboratory		1009001	Laboratory, Clinic
1093960551	12	291U00000X	Laboratories	Clinical Medical Laboratory		1009001	Laboratory, Clinic
1811005150	7	291U00000X	Laboratories	Clinical Medical Laboratory		1009001	Laboratory, Clinic
1326445503	1	291U00000X	Laboratories	Clinical Medical Laboratory		1009001	Laboratory, Clinic
1336533835	14	291U00000X	Laboratories	Clinical Medical Laboratory		1009001	Laboratory, Clinic
1891718136	878	291U00000X	Laboratories	Clinical Medical Laboratory		1009001	Laboratory, Clinic
1144623901	2	291U00000X	Laboratories	Clinical Medical Laboratory		1009001	Laboratory, Clinic
1376548271	262,443	291U00000X	Laboratories	Clinical Medical Laboratory		1009001	Laboratory, Clinic
1245396605	146	291U00000X	Laboratories	Clinical Medical Laboratory		1009001	Laboratory, Clinic
1790812675	525	291U00000X	Laboratories	Clinical Medical Laboratory		1009001	Laboratory, Clinic
1629082920	10	291U00000X	Laboratories	Clinical Medical Laboratory		1009001	Laboratory, Clinic
1609887710	23	291U00000X	Laboratories	Clinical Medical Laboratory		1009001	Laboratory, Clinic
1184659450	404	291U00000X	Laboratories	Clinical Medical Laboratory		1009001	Laboratory, Clinic
1467658849	43	291U00000X	Laboratories	Clinical Medical Laboratory		1009001	Laboratory, Clinic
1518331479	1	291U00000X	Laboratories	Clinical Medical Laboratory		1009001	Laboratory, Clinic
1811141781	19	291U00000X	Laboratories	Clinical Medical Laboratory		1009001	Laboratory, Clinic
1568555134	6	291U00000X	Laboratories	Clinical Medical Laboratory		1009001	Laboratory, Clinic
1285025445	2	291U00000X	Laboratories	Clinical Medical Laboratory		1009001	Laboratory, Clinic
1659615730	87	291U00000X	Laboratories	Clinical Medical Laboratory		1009001	Laboratory, Clinic
1740686153	95	291U00000X	Laboratories	Clinical Medical Laboratory		1009001	Laboratory, Clinic
1700197068	1	291U00000X	Laboratories	Clinical Medical Laboratory		1009001	Laboratory, Clinic
1184698086	2	291U00000X	Laboratories	Clinical Medical Laboratory		1009001	Laboratory, Clinic
1285074021	147	291U00000X	Laboratories	Clinical Medical Laboratory		1009001	Laboratory, Clinic
1710966460	614	291U00000X	Laboratories	Clinical Medical Laboratory		1009001	Laboratory, Clinic
1891767844	11,469	291U00000X	Laboratories	Clinical Medical Laboratory		1009001	Laboratory, Clinic
1184734246	14,000	291U00000X	Laboratories	Clinical Medical Laboratory		1009001	Laboratory, Clinic
1659655124	579	291U00000X	Laboratories	Clinical Medical Laboratory		1009001	Laboratory, Clinic
1992130512	42	291U00000X	Laboratories	Clinical Medical Laboratory		1009001	Laboratory, Clinic
1376698183	1,470	291U00000X	Laboratories	Clinical Medical Laboratory		1009001	Laboratory, Clinic
1134216567	1	291U00000X	Laboratories	Clinical Medical Laboratory		1009001	Laboratory, Clinic
1760743090	1	291U00000X	Laboratories	Clinical Medical Laboratory		1009001	Laboratory, Clinic
1659710424	1	291U00000X	Laboratories	Clinical Medical Laboratory		1009001	Laboratory, Clinic
1801003231	1,942	291U00000X	Laboratories	Clinical Medical Laboratory		1009001	Laboratory, Clinic
1801044508	15	291U00000X	Laboratories	Clinical Medical Laboratory		1009001	Laboratory, Clinic
1811305667	1	291U00000X	Laboratories	Clinical Medical Laboratory		1009001	Laboratory, Clinic
1699102590	17	291U00000X	Laboratories	Clinical Medical Laboratory		1009001	Laboratory, Clinic
1407892243	380	291U00000X	Laboratories	Clinical Medical Laboratory		1009001	Laboratory, Clinic
1801049127	8	291U00000X	Laboratories	Clinical Medical Laboratory		1009001	Laboratory, Clinic
1033540174	6	291U00000X	Laboratories	Clinical Medical Laboratory		1009001	Laboratory, Clinic
1902032121	42	291U00000X	Laboratories	Clinical Medical Laboratory		1009001	Laboratory, Clinic
1043650617	4	291U00000X	Laboratories	Clinical Medical Laboratory		1009001	Laboratory, Clinic
1255316253	433	291U00000X	Laboratories	Clinical Medical Laboratory		1009001	Laboratory, Clinic
1811398027	209	291U00000X	Laboratories	Clinical Medical Laboratory		1009001	Laboratory, Clinic
1548208440	3,453	291U00000X	Laboratories	Clinical Medical Laboratory		1009001	Laboratory, Clinic
1093053571	8	291U00000X	Laboratories	Clinical Medical Laboratory		1009001	Laboratory, Clinic
1427122530	87	291U00000X	Laboratories	Clinical Medical Laboratory		1009001	Laboratory, Clinic
1336100759	34	291U00000X	Laboratories	Clinical Medical Laboratory		1009001	Laboratory, Clinic
1477519148	7	291U00000X	Laboratories	Clinical Medical Laboratory		1009001	Laboratory, Clinic
1801144860	7	291U00000X	Laboratories	Clinical Medical Laboratory		1009001	Laboratory, Clinic
1376944793	2	291U00000X	Laboratories	Clinical Medical Laboratory		1009001	Laboratory, Clinic
1043366933	4	291U00000X	Laboratories	Clinical Medical Laboratory		1009001	Laboratory, Clinic
1477530483	13	291U00000X	Laboratories	Clinical Medical Laboratory		1009001	Laboratory, Clinic
1043377500	2	291U00000X	Laboratories	Clinical Medical Laboratory		1009001	Laboratory, Clinic
1669431649	403	291U00000X	Laboratories	Clinical Medical Laboratory		1009001	Laboratory, Clinic
1881677441	64	291U00000X	Laboratories	Clinical Medical Laboratory		1009001	Laboratory, Clinic
1720306566	6,765	291U00000X	Laboratories	Clinical Medical Laboratory		1009001	Laboratory, Clinic
1801204482	144	291U00000X	Laboratories	Clinical Medical Laboratory		1009001	Laboratory, Clinic
1194010058	64	291U00000X	Laboratories	Clinical Medical Laboratory		1009001	Laboratory, Clinic
1720075286	3,310	291U00000X	Laboratories	Clinical Medical Laboratory		1009001	Laboratory, Clinic
1447235049	638	291U00000X	Laboratories	Clinical Medical Laboratory		1009001	Laboratory, Clinic
1417062076	639	291U00000X	Laboratories	Clinical Medical Laboratory		1009001	Laboratory, Clinic
1770553182	7	291U00000X	Laboratories	Clinical Medical Laboratory		1009001	Laboratory, Clinic
1780830737	11	291U00000X	Laboratories	Clinical Medical Laboratory		1009001	Laboratory, Clinic
1487979142	1	291U00000X	Laboratories	Clinical Medical Laboratory		1009001	Laboratory, Clinic
1346410115	1	291U00000X	Laboratories	Clinical Medical Laboratory		1009001	Laboratory, Clinic
1285770545	4,337	291U00000X	Laboratories	Clinical Medical Laboratory		1009001	Laboratory, Clinic
1154485944	10,420	291U00000X	Laboratories	Clinical Medical Laboratory		1009001	Laboratory, Clinic
1306102678	48	291U00000X	Laboratories	Clinical Medical Laboratory		1009001	Laboratory, Clinic
1497024426	88	291U00000X	Laboratories	Clinical Medical Laboratory		1009001	Laboratory, Clinic
1003156134	23	291U00000X	Laboratories	Clinical Medical Laboratory		1009001	Laboratory, Clinic
1235431289	6,486	291U00000X	Laboratories	Clinical Medical Laboratory		1009001	Laboratory, Clinic
1750569661	14	291U00000X	Laboratories	Clinical Medical Laboratory		1009001	Laboratory, Clinic
1427324383	5	291U00000X	Laboratories	Clinical Medical Laboratory		1009001	Laboratory, Clinic
1619376316	197,772	291U00000X	Laboratories	Clinical Medical Laboratory		1009001	Laboratory, Clinic
1700938255	21	291U00000X	Laboratories	Clinical Medical Laboratory		1009001	Laboratory, Clinic
1285851170	276	291U00000X	Laboratories	Clinical Medical Laboratory		1009001	Laboratory, Clinic
1427364983	311	291U00000X	Laboratories	Clinical Medical Laboratory		1009001	Laboratory, Clinic
1003237819	4	291U00000X	Laboratories	Clinical Medical Laboratory		1009001	Laboratory, Clinic
1043307473	1	291U00000X	Laboratories	Clinical Medical Laboratory		1009001	Laboratory, Clinic
1508115262	362	291U00000X	Laboratories	Clinical Medical Laboratory		1009001	Laboratory, Clinic
1295879674	2,837	291U00000X	Laboratories	Clinical Medical Laboratory		1009001	Laboratory, Clinic
1215003603	27,679	291U00000X	Laboratories	Clinical Medical Laboratory		1009001	Laboratory, Clinic
1497174585	20	291U00000X	Laboratories	Clinical Medical Laboratory		1009001	Laboratory, Clinic
1699169961	53	291U00000X	Laboratories	Clinical Medical Laboratory		1009001	Laboratory, Clinic
1447324025	3,015	291U00000X	Laboratories	Clinical Medical Laboratory		1009001	Laboratory, Clinic
1821023011	915	291U00000X	Laboratories	Clinical Medical Laboratory		1009001	Laboratory, Clinic
1104045749	38,483	291U00000X	Laboratories	Clinical Medical Laboratory		1009001	Laboratory, Clinic
1144590449	325	291U00000X	Laboratories	Clinical Medical Laboratory		1009001	Laboratory, Clinic
1467430660	1,306	291U00000X	Laboratories	Clinical Medical Laboratory		1009001	Laboratory, Clinic
1700130515	3	291U00000X	Laboratories	Clinical Medical Laboratory		1009001	Laboratory, Clinic
1033285044	2,031	291U00000X	Laboratories	Clinical Medical Laboratory		1009001	Laboratory, Clinic
1588827117	1,030	291U00000X	Laboratories	Clinical Medical Laboratory		1009001	Laboratory, Clinic
1033281324	72	291U00000X	Laboratories	Clinical Medical Laboratory		1009001	Laboratory, Clinic
1558581884	1	291U00000X	Laboratories	Clinical Medical Laboratory		1009001	Laboratory, Clinic
1174859714	4	291U00000X	Laboratories	Clinical Medical Laboratory		1009001	Laboratory, Clinic
1245413483	26	291U00000X	Laboratories	Clinical Medical Laboratory		1009001	Laboratory, Clinic
1912982315	22	291U00000X	Laboratories	Clinical Medical Laboratory		1009001	Laboratory, Clinic
1215138748	2	291U00000X	Laboratories	Clinical Medical Laboratory		1009001	Laboratory, Clinic
1336314632	1	291U00000X	Laboratories	Clinical Medical Laboratory		1009001	Laboratory, Clinic
1669659850	305	291U00000X	Laboratories	Clinical Medical Laboratory		1009001	Laboratory, Clinic
1194797993	31,302	291U00000X	Laboratories	Clinical Medical Laboratory		1009001	Laboratory, Clinic
1114140571	28	291U00000X	Laboratories	Clinical Medical Laboratory		1009001	Laboratory, Clinic
1992998157	23	291U00000X	Laboratories	Clinical Medical Laboratory		1009001	Laboratory, Clinic
1902824964	288	291U00000X	Laboratories	Clinical Medical Laboratory		1009001	Laboratory, Clinic
1710105010	218	291U00000X	Laboratories	Clinical Medical Laboratory		1009001	Laboratory, Clinic
1477893626	17	291U00000X	Laboratories	Clinical Medical Laboratory		1009001	Laboratory, Clinic
1629024740	9,570	291U00000X	Laboratories	Clinical Medical Laboratory		1009001	Laboratory, Clinic
1689688798	4,285	291U00000X	Laboratories	Clinical Medical Laboratory		1009001	Laboratory, Clinic
1902826381	4	291U00000X	Laboratories	Clinical Medical Laboratory		1009001	Laboratory, Clinic
1821095167	2,896	291U00000X	Laboratories	Clinical Medical Laboratory		1009001	Laboratory, Clinic
1699961086	27,662	291U00000X	Laboratories	Clinical Medical Laboratory		1009001	Laboratory, Clinic
1164460721	32	291U00000X	Laboratories	Clinical Medical Laboratory		1009001	Laboratory, Clinic
1497773337	3,383	291U00000X	Laboratories	Clinical Medical Laboratory		1009001	Laboratory, Clinic
1255763504	41	291U00000X	Laboratories	Clinical Medical Laboratory		1009001	Laboratory, Clinic
1487091070	28	291U00000X	Laboratories	Clinical Medical Laboratory		1009001	Laboratory, Clinic
1356345946	8	291U00000X	Laboratories	Clinical Medical Laboratory		1009001	Laboratory, Clinic
1851664916	20	291U00000X	Laboratories	Clinical Medical Laboratory		1009001	Laboratory, Clinic
1639502255	1,511	291U00000X	Laboratories	Clinical Medical Laboratory		1009001	Laboratory, Clinic
1790024909	2	291U00000X	Laboratories	Clinical Medical Laboratory		1009001	Laboratory, Clinic
1225194574	203	291U00000X	Laboratories	Clinical Medical Laboratory		1009001	Laboratory, Clinic
1790023547	39	291U00000X	Laboratories	Clinical Medical Laboratory		1009001	Laboratory, Clinic
1861495376	3	291U00000X	Laboratories	Clinical Medical Laboratory		1009001	Laboratory, Clinic
1972739803	3	291U00000X	Laboratories	Clinical Medical Laboratory		1009001	Laboratory, Clinic
1720197916	476	291U00000X	Laboratories	Clinical Medical Laboratory		1009001	Laboratory, Clinic
1629374335	36	291U00000X	Laboratories	Clinical Medical Laboratory		1009001	Laboratory, Clinic
1003950585	17,983	291U00000X	Laboratories	Clinical Medical Laboratory		1009001	Laboratory, Clinic
1649394917	1	291U00000X	Laboratories	Clinical Medical Laboratory		1009001	Laboratory, Clinic
1861568784	50,268	291U00000X	Laboratories	Clinical Medical Laboratory		1009001	Laboratory, Clinic
1336556745	4	291U00000X	Laboratories	Clinical Medical Laboratory		1009001	Laboratory, Clinic
1396798302	114	291U00000X	Laboratories	Clinical Medical Laboratory		1009001	Laboratory, Clinic
1295756898	13	291U00000X	Laboratories	Clinical Medical Laboratory		1009001	Laboratory, Clinic
1619121423	1	291U00000X	Laboratories	Clinical Medical Laboratory		1009001	Laboratory, Clinic
1366408544	80	291U00000X	Laboratories	Clinical Medical Laboratory		1009001	Laboratory, Clinic
1033117338	86	291U00000X	Laboratories	Clinical Medical Laboratory		1009001	Laboratory, Clinic
1710919303	610	291U00000X	Laboratories	Clinical Medical Laboratory		1009001	Laboratory, Clinic
1891863403	6	291U00000X	Laboratories	Clinical Medical Laboratory		1009001	Laboratory, Clinic
1871723312	269	291U00000X	Laboratories	Clinical Medical Laboratory		1009001	Laboratory, Clinic
1679566954	2	291U00000X	Laboratories	Clinical Medical Laboratory		1009001	Laboratory, Clinic
1609908474	627	291U00000X	Laboratories	Clinical Medical Laboratory		1009001	Laboratory, Clinic
1659585370	20	291U00000X	Laboratories	Clinical Medical Laboratory		1009001	Laboratory, Clinic
1396719431	34,275	291U00000X	Laboratories	Clinical Medical Laboratory		1009001	Laboratory, Clinic
1689916819	4	291U00000X	Laboratories	Clinical Medical Laboratory		1009001	Laboratory, Clinic
1760658371	14,949	291U00000X	Laboratories	Clinical Medical Laboratory		1009001	Laboratory, Clinic
1679580286	11	291U00000X	Laboratories	Clinical Medical Laboratory		1009001	Laboratory, Clinic
1265480511	35	291U00000X	Laboratories	Clinical Medical Laboratory		1009001	Laboratory, Clinic
1245500305	1	291U00000X	Laboratories	Clinical Medical Laboratory		1009001	Laboratory, Clinic
1396723516	505	291U00000X	Laboratories	Clinical Medical Laboratory		1009001	Laboratory, Clinic
1205191442	7	291U00000X	Laboratories	Clinical Medical Laboratory		1009001	Laboratory, Clinic
1578960456	761	291U00000X	Laboratories	Clinical Medical Laboratory		1009001	Laboratory, Clinic
1629200225	12	291U00000X	Laboratories	Clinical Medical Laboratory		1009001	Laboratory, Clinic
1578978573	10	291U00000X	Laboratories	Clinical Medical Laboratory		1009001	Laboratory, Clinic
1821360017	3,441	291U00000X	Laboratories	Clinical Medical Laboratory		1009001	Laboratory, Clinic
1972658250	35	291U00000X	Laboratories	Clinical Medical Laboratory		1009001	Laboratory, Clinic
1699045674	700	291U00000X	Laboratories	Clinical Medical Laboratory		1009001	Laboratory, Clinic
1861477242	188	291U00000X	Laboratories	Clinical Medical Laboratory		1009001	Laboratory, Clinic
1871962019	266	291U00000X	Laboratories	Clinical Medical Laboratory		1009001	Laboratory, Clinic
1942226006	4	291U00000X	Laboratories	Clinical Medical Laboratory		1009001	Laboratory, Clinic
1083995864	65	291U00000X	Laboratories	Clinical Medical Laboratory		1009001	Laboratory, Clinic
1366846321	4	291U00000X	Laboratories	Clinical Medical Laboratory		1009001	Laboratory, Clinic
1043676182	10,751	291U00000X	Laboratories	Clinical Medical Laboratory		1009001	Laboratory, Clinic
1376808360	4	291U00000X	Laboratories	Clinical Medical Laboratory		1009001	Laboratory, Clinic
1427370865	7	291U00000X	Laboratories	Clinical Medical Laboratory		1009001	Laboratory, Clinic
1558458034	46	291U00000X	Laboratories	Clinical Medical Laboratory		1009001	Laboratory, Clinic
1043343536	155	291U00000X	Laboratories	Clinical Medical Laboratory		1009001	Laboratory, Clinic
1417226093	583	291U00000X	Laboratories	Clinical Medical Laboratory		1009001	Laboratory, Clinic
1396781134	2,816	291U00000X	Laboratories	Clinical Medical Laboratory		1009001	Laboratory, Clinic
1497156236	3,727	291U00000X	Laboratories	Clinical Medical Laboratory		1009001	Laboratory, Clinic
1902865868	8,205	291U00000X	Laboratories	Clinical Medical Laboratory		1009001	Laboratory, Clinic
1861558041	13	291U00000X	Laboratories	Clinical Medical Laboratory		1009001	Laboratory, Clinic
1578708368	30	291U00000X	Laboratories	Clinical Medical Laboratory		1009001	Laboratory, Clinic
1629472808	1,079	291U00000X	Laboratories	Clinical Medical Laboratory		1009001	Laboratory, Clinic
1811036833	8,186	291U00000X	Laboratories	Clinical Medical Laboratory		1009001	Laboratory, Clinic
1982681953	221,019	291U00000X	Laboratories	Clinical Medical Laboratory		1009001	Laboratory, Clinic
1740262880	11,970	291U00000X	Laboratories	Clinical Medical Laboratory		1009001	Laboratory, Clinic
1861612921	3	291U00000X	Laboratories	Clinical Medical Laboratory		1009001	Laboratory, Clinic
1174790513	1	291U00000X	Laboratories	Clinical Medical Laboratory		1009001	Laboratory, Clinic
1225332042	28	291U00000X	Laboratories	Clinical Medical Laboratory		1009001	Laboratory, Clinic
1972859171	33	291U00000X	Laboratories	Clinical Medical Laboratory		1009001	Laboratory, Clinic
1679829204	189	291U00000X	Laboratories	Clinical Medical Laboratory		1009001	Laboratory, Clinic
1366438707	44	291U00000X	Laboratories	Clinical Medical Laboratory		1009001	Laboratory, Clinic
1881679751	5,310	291U00000X	Laboratories	Clinical Medical Laboratory		1009001	Laboratory, Clinic
1407091101	336	291U00000X	Laboratories	Clinical Medical Laboratory		1009001	Laboratory, Clinic
1316387822	4	291U00000X	Laboratories	Clinical Medical Laboratory		1009001	Laboratory, Clinic
1821073792	1,934	291U00000X	Laboratories	Clinical Medical Laboratory		1009001	Laboratory, Clinic
1730555418	124	291U00000X	Laboratories	Clinical Medical Laboratory		1009001	Laboratory, Clinic
1780864280	590	291U00000X	Laboratories	Clinical Medical Laboratory		1009001	Laboratory, Clinic
1730582594	6,040	291U00000X	Laboratories	Clinical Medical Laboratory		1009001	Laboratory, Clinic
1558409730	118	291U00000X	Laboratories	Clinical Medical Laboratory		1009001	Laboratory, Clinic
1417137589	170	291U00000X	Laboratories	Clinical Medical Laboratory		1009001	Laboratory, Clinic
1417137589	170	291U00000X	Laboratories	Clinical Medical Laboratory		1009001	Laboratory, Clinic
1962480608	2,152	291U00000X	Laboratories	Clinical Medical Laboratory		1009001	Laboratory, Clinic
1912392036	2	291U00000X	Laboratories	Clinical Medical Laboratory		1009001	Laboratory, Clinic
1912393729	165	291U00000X	Laboratories	Clinical Medical Laboratory		1009001	Laboratory, Clinic
1689017980	1	291U00000X	Laboratories	Clinical Medical Laboratory		1009001	Laboratory, Clinic
1689082570	11	291U00000X	Laboratories	Clinical Medical Laboratory		1009001	Laboratory, Clinic
1588711592	75	291U00000X	Laboratories	Clinical Medical Laboratory		1009001	Laboratory, Clinic
1063495489	1,988	291U00000X	Laboratories	Clinical Medical Laboratory		1009001	Laboratory, Clinic
1538542196	26	291U00000X	Laboratories	Clinical Medical Laboratory		1009001	Laboratory, Clinic
1083962161	75	291U00000X	Laboratories	Clinical Medical Laboratory		1009001	Laboratory, Clinic
1740364017	8	291U00000X	Laboratories	Clinical Medical Laboratory		1009001	Laboratory, Clinic
1477602639	16,042	291U00000X	Laboratories	Clinical Medical Laboratory		1009001	Laboratory, Clinic
1699115857	274	291U00000X	Laboratories	Clinical Medical Laboratory		1009001	Laboratory, Clinic
1356645295	10,449	291U00000X	Laboratories	Clinical Medical Laboratory		1009001	Laboratory, Clinic
1427386796	2,412	291U00000X	Laboratories	Clinical Medical Laboratory		1009001	Laboratory, Clinic
1295887610	4,929	291U00000X	Laboratories	Clinical Medical Laboratory		1009001	Laboratory, Clinic
1275533085	3,747	291U00000X	Laboratories	Clinical Medical Laboratory		1009001	Laboratory, Clinic
1144566357	256	291U00000X	Laboratories	Clinical Medical Laboratory		1009001	Laboratory, Clinic
1770521403	35,731	291U00000X	Laboratories	Clinical Medical Laboratory		1009001	Laboratory, Clinic
1265620223	473	291U00000X	Laboratories	Clinical Medical Laboratory		1009001	Laboratory, Clinic
1174500250	4,019	291U00000X	Laboratories	Clinical Medical Laboratory		1009001	Laboratory, Clinic
1104089739	322	291U00000X	Laboratories	Clinical Medical Laboratory		1009001	Laboratory, Clinic
1730349317	2	291U00000X	Laboratories	Clinical Medical Laboratory		1009001	Laboratory, Clinic
1356725386	1	291U00000X	Laboratories	Clinical Medical Laboratory		1009001	Laboratory, Clinic
1801155106	1,310	291U00000X	Laboratories	Clinical Medical Laboratory		1009001	Laboratory, Clinic
1427472844	31	291U00000X	Laboratories	Clinical Medical Laboratory		1009001	Laboratory, Clinic
1730165838	265	291U00000X	Laboratories	Clinical Medical Laboratory		1009001	Laboratory, Clinic
1659523967	4,304	291U00000X	Laboratories	Clinical Medical Laboratory		1009001	Laboratory, Clinic
1821057407	6	291U00000X	Laboratories	Clinical Medical Laboratory		1009001	Laboratory, Clinic
1720298292	38	291U00000X	Laboratories	Clinical Medical Laboratory		1009001	Laboratory, Clinic
1588916753	120	291U00000X	Laboratories	Clinical Medical Laboratory		1009001	Laboratory, Clinic
1588907760	4,262	291U00000X	Laboratories	Clinical Medical Laboratory		1009001	Laboratory, Clinic
1427031293	210	291U00000X	Laboratories	Clinical Medical Laboratory		1009001	Laboratory, Clinic
1033362363	62	291U00000X	Laboratories	Clinical Medical Laboratory		1009001	Laboratory, Clinic
1518350040	791	291U00000X	Laboratories	Clinical Medical Laboratory		1009001	Laboratory, Clinic
1639386964	93	291U00000X	Laboratories	Clinical Medical Laboratory		1009001	Laboratory, Clinic
1407111479	208	291U00000X	Laboratories	Clinical Medical Laboratory		1009001	Laboratory, Clinic
1770850414	40,985	291U00000X	Laboratories	Clinical Medical Laboratory		1009001	Laboratory, Clinic
1639417140	7	291U00000X	Laboratories	Clinical Medical Laboratory		1009001	Laboratory, Clinic
1467502716	1,025	291U00000X	Laboratories	Clinical Medical Laboratory		1009001	Laboratory, Clinic
1023063062	3,955	291U00000X	Laboratories	Clinical Medical Laboratory		1009001	Laboratory, Clinic
1295142859	61	291U00000X	Laboratories	Clinical Medical Laboratory		1009001	Laboratory, Clinic
1164455010	9,487	291U00000X	Laboratories	Clinical Medical Laboratory		1009001	Laboratory, Clinic
1124468848	134	291U00000X	Laboratories	Clinical Medical Laboratory		1009001	Laboratory, Clinic
1033533856	88	291U00000X	Laboratories	Clinical Medical Laboratory		1009001	Laboratory, Clinic
1568421402	247	291U00000X	Laboratories	Clinical Medical Laboratory		1009001	Laboratory, Clinic
1720498876	65	291U00000X	Laboratories	Clinical Medical Laboratory		1009001	Laboratory, Clinic
1033543764	84	291U00000X	Laboratories	Clinical Medical Laboratory		1009001	Laboratory, Clinic
1598142895	1	291U00000X	Laboratories	Clinical Medical Laboratory		1009001	Laboratory, Clinic
1083044564	86	291U00000X	Laboratories	Clinical Medical Laboratory		1009001	Laboratory, Clinic
1093733057	4	291U00000X	Laboratories	Clinical Medical Laboratory		1009001	Laboratory, Clinic
1770635864	1,868	291U00000X	Laboratories	Clinical Medical Laboratory		1009001	Laboratory, Clinic
1669546362	2	291U00000X	Laboratories	Clinical Medical Laboratory		1009001	Laboratory, Clinic
1508885807	6	291U00000X	Laboratories	Clinical Medical Laboratory		1009001	Laboratory, Clinic
1023439627	67	291U00000X	Laboratories	Clinical Medical Laboratory		1009001	Laboratory, Clinic
1174690887	10,312	291U00000X	Laboratories	Clinical Medical Laboratory		1009001	Laboratory, Clinic
1316225956	209	291U00000X	Laboratories	Clinical Medical Laboratory		1009001	Laboratory, Clinic
1821492570	37	291U00000X	Laboratories	Clinical Medical Laboratory		1009001	Laboratory, Clinic
1255319372	1	291U00000X	Laboratories	Clinical Medical Laboratory		1009001	Laboratory, Clinic
1437571908	14	291U00000X	Laboratories	Clinical Medical Laboratory		1009001	Laboratory, Clinic
1326484569	16	291U00000X	Laboratories	Clinical Medical Laboratory		1009001	Laboratory, Clinic
1457480949	535	291U00000X	Laboratories	Clinical Medical Laboratory		1009001	Laboratory, Clinic
1396074720	57	291U00000X	Laboratories	Clinical Medical Laboratory		1009001	Laboratory, Clinic
1568846459	8	291U00000X	Laboratories	Clinical Medical Laboratory		1009001	Laboratory, Clinic
1902131857	1,761	291U00000X	Laboratories	Clinical Medical Laboratory		1009001	Laboratory, Clinic
1891822771	18	291U00000X	Laboratories	Clinical Medical Laboratory		1009001	Laboratory, Clinic
1730407743	4	291U00000X	Laboratories	Clinical Medical Laboratory		1009001	Laboratory, Clinic
1861589376	101	291U00000X	Laboratories	Clinical Medical Laboratory		1009001	Laboratory, Clinic
1700158276	2,084	291U00000X	Laboratories	Clinical Medical Laboratory		1009001	Laboratory, Clinic
1609901149	1	291U00000X	Laboratories	Clinical Medical Laboratory		1009001	Laboratory, Clinic
1831167196	706	291U00000X	Laboratories	Clinical Medical Laboratory		1009001	Laboratory, Clinic
1609915131	55	291U00000X	Laboratories	Clinical Medical Laboratory		1009001	Laboratory, Clinic
