SL_NAME	CODE_GROUP	SETTINGS	AGE_BANDS
Other_Dermatology_Procedures	Other_Dermatology_Procedures__Photochemotherapy_Skin_Procedures	ip,op,office,asc	0-3,4-11,12-17,18-64,65+
Other_Dermatology_Procedures	Other_Dermatology_Procedures__Skin_Laser_Treatment	ip,op,office,asc	0-3,4-11,12-17,18-64,65+
Other_Dermatology_Procedures	Other_Dermatology_Procedures__Special_Dermatological_Procedures	ip,op,office,asc	0-3,4-11,12-17,18-64,65+
Other_Dermatology_Procedures	Other_Dermatology_Procedures__Surgical_Procedures_Skin_Subcutaneous_Structures	ip,op,office,asc	0-3,4-11,12-17,18-64,65+
Other_Dermatology_Procedures	Other_Dermatology_Procedures__Surgical_Procedures_Skin_Subcutaneous_Structures_Add_On	ip,op,office,asc	0-3,4-11,12-17,18-64,65+
Other_Gastro_Procedure	Other_Gastro_Procedure__Bypass_Procedures_on_the_Intestines_Large_Bowel	ip,op,office,asc	0-3,4-11,12-17,18-64,65+
Other_Gastro_Procedure	Other_Gastro_Procedure__Bypass_Procedures_on_the_Intestines_Small_Bowel	ip,op,office,asc	0-3,4-11,12-17,18-64,65+
Other_Gastro_Procedure	Other_Gastro_Procedure__Control_of_Bleeding_on_the_Gastrointestinal_Tract	ip,op,office,asc	0-3,4-11,12-17,18-64,65+
Other_Gastro_Procedure	Other_Gastro_Procedure__Gastroenterology_Procedures	ip,op,office,asc	0-3,4-11,12-17,18-64,65+
Other_Gastro_Procedure	Other_Gastro_Procedure__Gastrointestinal_manometric_and_reflux_testing	ip,op,office,asc	0-3,4-11,12-17,18-64,65+
Other_Gastro_Procedure	Other_Gastro_Procedure__Gastrointestinal_manometric_and_reflux_testing_Add_On	ip,op,office,asc	0-3,4-11,12-17,18-64,65+
Other_Gastro_Procedure	Other_Gastro_Procedure__Gastrointestinal_Tract_Imaging_Capsule_Endoscopye	ip,op,office,asc	0-3,4-11,12-17,18-64,65+
Other_Gastro_Procedure	Other_Gastro_Procedure__Other_Procedures_on_the_Digestive_System	ip,op,office,asc	0-3,4-11,12-17,18-64,65+
Other_Gastro_Procedure	Other_Gastro_Procedure__Other_Procedures_on_the_Digestive_System_Add_On	ip,op,office,asc	0-3,4-11,12-17,18-64,65+
Other_Gastro_Procedure	Other_Gastro_Procedure__Proctosigmoidoscopy	ip,op,office,asc	0-3,4-11,12-17,18-64,65+
Other_Gastro_Procedure	Other_Gastro_Procedure__Reattatchment_Procedures_of_the_Intestines_Except_Rectum	ip,op,office,asc	0-3,4-11,12-17,18-64,65+
Other_Gastro_Procedure	Other_Gastro_Procedure__Repair_of_the_Intestines_Except_Rectum	ip,op,office,asc	0-3,4-11,12-17,18-64,65+
Other_Gastro_Procedure	Other_Gastro_Procedure__Sigmoidoscopy_Procedures	ip,op,office,asc	0-3,4-11,12-17,18-64,65+
Other_Urological_Procedures	Other_Urological_Procedures__Intersex_Surgery	ip,op,office,asc	0-3,4-11,12-17,18-64,65+
Other_Urological_Procedures	Other_Urological_Procedures__Nephrectomy	ip,op,office,asc	0-3,4-11,12-17,18-64,65+
Other_Urological_Procedures	Other_Urological_Procedures__Other_Procedures_on_the_Urinary_System	ip,op,office,asc	0-3,4-11,12-17,18-64,65+
Other_Urological_Procedures	Other_Urological_Procedures__Other_Procedures_on_the_Urinary_System_Add_On	ip,op,office,asc	0-3,4-11,12-17,18-64,65+
Other_Urological_Procedures	Other_Urological_Procedures__Other_Surgical_Procedures_on_the_Scrotum_and_Tunica_Vaginalis	ip,op,office,asc	0-3,4-11,12-17,18-64,65+
Other_Urological_Procedures	Other_Urological_Procedures__Procedures_for_Kidney_Stones_non_lithotripsy	ip,op,office,asc	0-3,4-11,12-17,18-64,65+
Other_Urological_Procedures	Other_Urological_Procedures__Surgical_Procedure_on_the_Scrotum	ip,op,office,asc	0-3,4-11,12-17,18-64,65+
Other_Urological_Procedures	Other_Urological_Procedures__Surgical_Procedure_on_the_Seminal_Vesicles	ip,op,office,asc	0-3,4-11,12-17,18-64,65+
Other_Urological_Procedures	Other_Urological_Procedures__Surgical_Procedure_on_the_Spermatic_Cord	ip,op,office,asc	0-3,4-11,12-17,18-64,65+
Other_Urological_Procedures	Other_Urological_Procedures__Surgical_Procedure_on_the_Tunica_Vaginalis	ip,op,office,asc	0-3,4-11,12-17,18-64,65+
Other_Urological_Procedures	Other_Urological_Procedures__Surgical_Procedure_on_the_Vas_Deferens	ip,op,office,asc	0-3,4-11,12-17,18-64,65+
Other_Urological_Procedures	Other_Urological_Procedures__Surgical_Procedures_on_the_Epididymis	ip,op,office,asc	0-3,4-11,12-17,18-64,65+
Other_Urological_Procedures	Other_Urological_Procedures__Surgical_Procedures_on_the_Genitourinary_Tract_Unspecified_Site	ip,op,office,asc	0-3,4-11,12-17,18-64,65+
Other_Urological_Procedures	Other_Urological_Procedures__Surgical_Procedures_on_the_Kidney_Other	ip,op,office,asc	0-3,4-11,12-17,18-64,65+
Other_Urological_Procedures	Other_Urological_Procedures__Surgical_Procedures_on_the_Penis_Other	ip,op,office,asc	0-3,4-11,12-17,18-64,65+
Other_Urological_Procedures	Other_Urological_Procedures__Surgical_Procedures_on_the_Prepuce	ip,op,office,asc	0-3,4-11,12-17,18-64,65+
Other_Urological_Procedures	Other_Urological_Procedures__Surgical_Procedures_on_the_Prostate_Other;_Surgeries	ip,op,office,asc	0-3,4-11,12-17,18-64,65+
Other_Urological_Procedures	Other_Urological_Procedures__Surgical_Procedures_on_the_Testis	ip,op,office,asc	0-3,4-11,12-17,18-64,65+
Otolaryngology	Otolaryngology__Flexible_Fiberoptic_Endoscopic_Evaluation	ip,op,office,asc	0-3,4-11,12-17,18-64,65+
Otolaryngology	Otolaryngology__Myringotomy_and_tympanostomy_procedures	ip,op,office,asc	0-3,4-11,12-17,18-64,65+
Otolaryngology	Otolaryngology__Other_Procedures_on_the_Auditory_System	ip,op,office,asc	0-3,4-11,12-17,18-64,65+
Otolaryngology	Otolaryngology__Other_Procedures_on_the_Hyoid	ip,op,office,asc	0-3,4-11,12-17,18-64,65+
Otolaryngology	Otolaryngology__Other_Procedures_on_the_Nasopharnyx	ip,op,office,asc	0-3,4-11,12-17,18-64,65+
Otolaryngology	Otolaryngology__Other_Procedures_on_the_Nose	ip,op,office,asc	0-3,4-11,12-17,18-64,65+
Otolaryngology	Otolaryngology__Palatopharyngoplasty_Procedures	ip,op,office,asc	0-3,4-11,12-17,18-64,65+
Otolaryngology	Otolaryngology__Palatoplasty	ip,op,office,asc	0-3,4-11,12-17,18-64,65+
Otolaryngology	Otolaryngology__Repair_of_cleft_lip_or_nasal_deformity	ip,op,office,asc	0-3,4-11,12-17,18-64,65+
Otolaryngology	Otolaryngology__Rhinoplasty	ip,op,office,asc	0-3,4-11,12-17,18-64,65+
Otolaryngology	Otolaryngology__Special_Otorhinolaryngologic_Services	ip,op,office,asc	0-3,4-11,12-17,18-64,65+
Otolaryngology	Otolaryngology__Special_Otorhinolaryngologic_Services_Add_On	ip,op,office,asc	0-3,4-11,12-17,18-64,65+
Otolaryngology	Otolaryngology__Surgical_Procedures_on_the_Coccygeal_Glomus	ip,op,office,asc	0-3,4-11,12-17,18-64,65+
Otolaryngology	Otolaryngology__Surgical_Procedures_on_the_Epiglottis	ip,op,office,asc	0-3,4-11,12-17,18-64,65+
Otolaryngology	Otolaryngology__Surgical_Procedures_on_the_Glomus_Jugulare	ip,op,office,asc	0-3,4-11,12-17,18-64,65+
Otolaryngology	Otolaryngology__Surgical_Procedures_on_the_Larynx_or_Vocal_Cord	ip,op,office,asc	0-3,4-11,12-17,18-64,65+
Otolaryngology	Otolaryngology__Surgical_Procedures_on_the_Lips_Other	ip,op,office,asc	0-3,4-11,12-17,18-64,65+
Otolaryngology	Otolaryngology__Surgical_Procedures_on_the_Palate_and_Uvula_Other;_Surgeries	ip,op,office,asc	0-3,4-11,12-17,18-64,65+
Otolaryngology	Otolaryngology__Surgical_Procedures_on_the_Paraganglion_Extremity	ip,op,office,asc	0-3,4-11,12-17,18-64,65+
Otolaryngology	Otolaryngology__Surgical_Procedures_on_the_Salivary_Gland_and_Ducts	ip,op,office,asc	0-3,4-11,12-17,18-64,65+
Otolaryngology	Otolaryngology__Surgical_procedures_on_the_sinuses	ip,op,office,asc	0-3,4-11,12-17,18-64,65+
Otolaryngology	Otolaryngology__Surgical_Procedures_on_the_Temporal_Bone_using_the_Middle_Fossa_Approach	ip,op,office,asc	0-3,4-11,12-17,18-64,65+
Otolaryngology	Otolaryngology__Surgical_Procedures_on_the_Tongue_and_Floor_of_the_Mouth_Surgeries	ip,op,office,asc	0-3,4-11,12-17,18-64,65+
Otolaryngology	Otolaryngology__Surgical_Procedures_on_the_Tongue_Palate_and_or_Pharynx;_Soft_Tissue	ip,op,office,asc	0-3,4-11,12-17,18-64,65+
Otolaryngology	Otolaryngology__Surgical_Procedures_on_the_Vestibule_of_the_Mouth_Surgeries	ip,op,office,asc	0-3,4-11,12-17,18-64,65+
Otolaryngology	Otolaryngology__Surgical_Procedures_Using_Operating_Microscope_Add_On	ip,op,office,asc	0-3,4-11,12-17,18-64,65+
Otolaryngology	Otolaryngology__Thyroidectomy_partial_or_complete	ip,op,office,asc	0-3,4-11,12-17,18-64,65+
Otolaryngology	Otolaryngology__Tonsillectomy_or_adenoidectomy	ip,op,office,asc	0-3,4-11,12-17,18-64,65+
Otolaryngology	Otolaryngology__Tympanoplasty	ip,op,office,asc	0-3,4-11,12-17,18-64,65+
Pain_Management	Pain_Management__Pain_Management_Procedures	ip,op,office,asc	0-3,4-11,12-17,18-64,65+
PET_Study	PET_Study__Other_PET_SPECT_or_Tomographic_Tomo_Imaging	ip,op,office,asc	0-3,4-11,12-17,18-64,65+
Physiatry	Physiatry__Physical_medicine_and_rehabilitation	ip,op,office,asc	0-3,4-11,12-17,18-64,65+
Physiatry	Physiatry__Physical_Medicine_and_Rehabilitation_Modalities	ip,op,office,asc	0-3,4-11,12-17,18-64,65+
Physiatry	Physiatry__Physical_Medicine_and_Rehabilitation_Modalities_Add_On	ip,op,office,asc	0-3,4-11,12-17,18-64,65+
Physiatry	Physiatry__Physical_Medicine_and_Rehabilitation_Orthotic_and_Prosthetic_Management_and_Trainning	ip,op,office,asc	0-3,4-11,12-17,18-64,65+
Physiatry	Physiatry__Physical_Medicine_and_Rehabilitation_Tests_and_Measurements	ip,op,office,asc	0-3,4-11,12-17,18-64,65+
Post_Acute	Post_Acute__Home_health_services	ip,op,office,asc	0-3,4-11,12-17,18-64,65+
Post_Acute	Post_Acute__Home_infusion	ip,op,office,asc	0-3,4-11,12-17,18-64,65+
Post_Acute	Post_Acute__Home_infusion_Add_On	ip,op,office,asc	0-3,4-11,12-17,18-64,65+
Post_Acute	Post_Acute__Hospice_Care	ip,op,office,asc	0-3,4-11,12-17,18-64,65+
Post_Acute	Post_Acute__Medical_home_services	ip,op,office,asc	0-3,4-11,12-17,18-64,65+
Post_Acute	Post_Acute__Occupational_therapy_OT_evaluation	ip,op,office,asc	0-3,4-11,12-17,18-64,65+
Post_Acute	Post_Acute__Patient_encounter_skilled_nursing_facility_SNF	ip,op,office,asc	0-3,4-11,12-17,18-64,65+
Post_Acute	Post_Acute__Physical_Therapy_Evaluation	ip,op,office,asc	0-3,4-11,12-17,18-64,65+
Pulmonology	Pulmonology__Broncoscopy	ip,op,office,asc	0-3,4-11,12-17,18-64,65+
Pulmonology	Pulmonology__CPAP_initiation_and_management	ip,op,office,asc	0-3,4-11,12-17,18-64,65+
Pulmonology	Pulmonology__Endoscopy_of_the_Trachea_and_Bronchi	ip,op,office,asc	0-3,4-11,12-17,18-64,65+
Pulmonology	Pulmonology__Endoscopy_of_the_Trachea_and_Bronchi_Add_On	ip,op,office,asc	0-3,4-11,12-17,18-64,65+
Pulmonology	Pulmonology__Inhalation_Treatment_for_Acute_Airway_Obstruction_or_for_Sputum_Induction_for_Diagnostic_Purposes	ip,op,office,asc	0-3,4-11,12-17,18-64,65+
Pulmonology	Pulmonology__Inhalation_Treatment_for_Acute_Airway_Obstruction_or_for_Sputum_Induction_for_Diagnostic_Purposes_Add_On	ip,op,office,asc	0-3,4-11,12-17,18-64,65+
Pulmonology	Pulmonology__Intrapulmonary_Surfactant_Administration	ip,op,office,asc	0-3,4-11,12-17,18-64,65+
Pulmonology	Pulmonology__Noninvasive_ear_pulse_oximetry_for_O2_saturation	ip,op,office,asc	0-3,4-11,12-17,18-64,65+
Pulmonology	Pulmonology__Other_Procedures_on_the_Respiratory_System_and_Pericardium_Add_On	ip,op,office,asc	0-3,4-11,12-17,18-64,65+
Pulmonology	Pulmonology__Other_Respiratory_Procedures	ip,op,office,asc	0-3,4-11,12-17,18-64,65+
Pulmonology	Pulmonology__Pediatric_Home_Apnea_Monitoring_tests	ip,op,office,asc	0-3,4-11,12-17,18-64,65+
Pulmonology	Pulmonology__Pulmonary_function_tests	ip,op,office,asc	0-3,4-11,12-17,18-64,65+
Pulmonology	Pulmonology__Pulmonary_function_tests_Add_On	ip,op,office,asc	0-3,4-11,12-17,18-64,65+
Pulmonology	Pulmonology__Pulmonary_Procedures	ip,op,office,asc	0-3,4-11,12-17,18-64,65+
Pulmonology	Pulmonology__Ventilator_Assistance_and_Extracorporeal_Circulatory_and_Respiratory_Support	ip,op,office,asc	0-3,4-11,12-17,18-64,65+
Radiation_Oncology	Radiation_Oncology__Brachytherapy_Procedures	ip,op,office,asc	0-3,4-11,12-17,18-64,65+
Radiation_Oncology	Radiation_Oncology__External_Beam_Radiation_Therapy_EBRT	ip,op,office,asc	0-3,4-11,12-17,18-64,65+
Radiation_Oncology	Radiation_Oncology__Hyperthermia	ip,op,office,asc	0-3,4-11,12-17,18-64,65+
Radiation_Oncology	Radiation_Oncology__Image_Guided_Radiation_Therapy_IGRT	ip,op,office,asc	0-3,4-11,12-17,18-64,65+
Radiation_Oncology	Radiation_Oncology__Intensity_Modulated_Radiation_Therapy_IMRT	ip,op,office,asc	0-3,4-11,12-17,18-64,65+
Radiation_Oncology	Radiation_Oncology__Intraoperative_Radiation_Therapy_IORT	ip,op,office,asc	0-3,4-11,12-17,18-64,65+
Radiation_Oncology	Radiation_Oncology__Neutron_Beam_Treatment_Delivery	ip,op,office,asc	0-3,4-11,12-17,18-64,65+
Radiation_Oncology	Radiation_Oncology__Other_Radiation_Therapy_Procedures	ip,op,office,asc	0-3,4-11,12-17,18-64,65+
Radiation_Oncology	Radiation_Oncology__Proton_Beam_Radiation_Therapy	ip,op,office,asc	0-3,4-11,12-17,18-64,65+
Radiation_Oncology	Radiation_Oncology__Radiation_Therapy	ip,op,office,asc	0-3,4-11,12-17,18-64,65+
Radiation_Oncology	Radiation_Oncology__Radiopharmaceutical_Localization_Procedures	ip,op,office,asc	0-3,4-11,12-17,18-64,65+
Radiation_Oncology	Radiation_Oncology__Stereotactic_Radiation_Treatment	ip,op,office,asc	0-3,4-11,12-17,18-64,65+
Radiation_Oncology	Radiation_Oncology__Systemic_Radiation_Therapy	ip,op,office,asc	0-3,4-11,12-17,18-64,65+
Reflectance_Confocal_Microscopy_RCM	Reflectance_Confocal_Microscopy_RCM__Reflectance_Confocal_Microscopy_RCM	ip,op,office,asc	0-3,4-11,12-17,18-64,65+
Reflectance_Confocal_Microscopy_RCM	Reflectance_Confocal_Microscopy_RCM__Reflectance_Confocal_Microscopy_RCM_Add_On	ip,op,office,asc	0-3,4-11,12-17,18-64,65+
Shoulder	Shoulder__Arthroscopy_of_the_shoulder	ip,op,office,asc	0-3,4-11,12-17,18-64,65+
Shoulder	Shoulder__Arthroscopy_of_the_shoulder_Add_On	ip,op,office,asc	0-3,4-11,12-17,18-64,65+
Shoulder	Shoulder__Surgical_Procedures_on_the_Shoulder_non_arthroscopic_other	ip,op,office,asc	0-3,4-11,12-17,18-64,65+
Shoulder	Shoulder__Total_Shoulder_and_Other_Arthroplasty_Procedures	ip,op,office,asc	0-3,4-11,12-17,18-64,65+
Shoulder	Shoulder__Treatment_of_Fracture_and_or_Dislocation_of_the_Shoulder	ip,op,office,asc	0-3,4-11,12-17,18-64,65+
Sleep_and_EEG	Sleep_and_EEG__Sleep_and_EEG_testing	ip,op,office,asc	0-3,4-11,12-17,18-64,65+
Sleep_and_EEG	Sleep_and_EEG__Sleep_and_EEG_testing_Add_On	ip,op,office,asc	0-3,4-11,12-17,18-64,65+
Spine	Spine__Arthrodesis_of_the_spine	ip,op,office,asc	0-3,4-11,12-17,18-64,65+
Spine	Spine__Arthrodesis_of_the_spine_Add_On	ip,op,office,asc	0-3,4-11,12-17,18-64,65+
Spine	Spine__Stem_Cell_Transplantation	ip,op,office,asc	0-3,4-11,12-17,18-64,65+
Spine	Spine__Surgical_Procedures_on_all_levels_of_spine_Emerging_Technology	ip,op,office,asc	0-3,4-11,12-17,18-64,65+
Spine	Spine__Surgical_Procedures_on_all_levels_of_spine_Emerging_Technology_Add_On	ip,op,office,asc	0-3,4-11,12-17,18-64,65+
Spine	Spine__Surgical_Procedures_on_all_levels_of_spine_unrelated_to_artificial_disk_or_joint	ip,op,office,asc	0-3,4-11,12-17,18-64,65+
Spine	Spine__Surgical_Procedures_on_all_levels_of_spine_unrelated_to_artificial_disk_or_joint_Add_On	ip,op,office,asc	0-3,4-11,12-17,18-64,65+
Spine	Spine__Surgical_Procedures_on_the_Musculoskeletal_System_of_the_Abdomen_Back_and_Flank_Add_On	ip,op,office,asc	0-3,4-11,12-17,18-64,65+
Spine	Spine__Total_Disk_Arthroplasty_Artificial_Disk_Cervical_or_Lumbar;_Anterior_Approach	ip,op,office,asc	0-3,4-11,12-17,18-64,65+
Spine	Spine__Total_Disk_Arthroplasty_Artificial_Disk_Cervical_or_Lumbar;_Anterior_Approach_Add_On	ip,op,office,asc	0-3,4-11,12-17,18-64,65+
Spine	Spine__Treatment_of_Fracture_and_or_Dislocation_of_the_Spine_Vertebral_Column	ip,op,office,asc	0-3,4-11,12-17,18-64,65+
Spine	Spine__Treatment_of_Fracture_and_or_Dislocation_of_the_Spine_Vertebral_Column_Add_On	ip,op,office,asc	0-3,4-11,12-17,18-64,65+
Sports_Medicine	Sports_Medicine__Arthroscopy_Procedures_of_the_Hip	ip,op,office,asc	0-3,4-11,12-17,18-64,65+
Sports_Medicine	Sports_Medicine__Computer_Assisted_Musculoskeletal_Surgical_Navigational_Orthopedic_Procedure	ip,op,office,asc	0-3,4-11,12-17,18-64,65+
Sports_Medicine	Sports_Medicine__Computer_Assisted_Musculoskeletal_Surgical_Navigational_Orthopedic_Procedure_Add_On	ip,op,office,asc	0-3,4-11,12-17,18-64,65+
Sports_Medicine	Sports_Medicine__Endoscopy_Arthroscopy_on_the_Musculoskeletal_System_Other	ip,op,office,asc	0-3,4-11,12-17,18-64,65+
Sports_Medicine	Sports_Medicine__Inspection_Procedure_on_the_Musculoskeletal_System	ip,op,office,asc	0-3,4-11,12-17,18-64,65+
Sports_Medicine	Sports_Medicine__Other_Procedures_on_the_Musculoskeletal_System	ip,op,office,asc	0-3,4-11,12-17,18-64,65+
Sports_Medicine	Sports_Medicine__Other_Procedures_on_the_Musculoskeletal_System_Add_On	ip,op,office,asc	0-3,4-11,12-17,18-64,65+
Sports_Medicine	Sports_Medicine__Removal_of_foreign_body_in_muscle_or_tendon_complicated	ip,op,office,asc	0-3,4-11,12-17,18-64,65+
Sports_Medicine	Sports_Medicine__Surgical_Procedures_on_the_Musculoskeletal_System_Axillary_Area	ip,op,office,asc	0-3,4-11,12-17,18-64,65+
Sports_Medicine	Sports_Medicine__Surgical_Procedures_on_the_Musculoskeletal_System_of_the_Femoral_or_Inguinal_Area	ip,op,office,asc	0-3,4-11,12-17,18-64,65+
Sports_Medicine	Sports_Medicine__Surgical_Procedures_on_the_Musculoskeletal_System_of_the_Femur_Thigh_Region_Add_On	ip,op,office,asc	0-3,4-11,12-17,18-64,65+
Sports_Medicine	Sports_Medicine__Surgical_Procedures_on_the_Musculoskeletal_System_of_the_Hindquarter_Area	ip,op,office,asc	0-3,4-11,12-17,18-64,65+
Sports_Medicine	Sports_Medicine__Surgical_Procedures_on_the_Musculoskeletal_System_of_the_Neck_and_Thorax	ip,op,office,asc	0-3,4-11,12-17,18-64,65+
Sports_Medicine	Sports_Medicine__Surgical_Procedures_on_the_Musculoskeletal_System_of_the_Pelvis_and_Hip_Joint;_Soft_tissue	ip,op,office,asc	0-3,4-11,12-17,18-64,65+
Sports_Medicine	Sports_Medicine__Surgical_Procedures_on_the_Musculoskeletal_System_of_the_Pelvis_and_Hip_Joint_Bone	ip,op,office,asc	0-3,4-11,12-17,18-64,65+
Sports_Medicine	Sports_Medicine__Surgical_Procedures_on_the_Musculoskeletal_System_of_the_Pelvis_and_Hip_Joint_Other	ip,op,office,asc	0-3,4-11,12-17,18-64,65+
Sports_Medicine	Sports_Medicine__Surgical_Procedures_on_the_Pelvis_and_Hip_non_total_hip	ip,op,office,asc	0-3,4-11,12-17,18-64,65+
Sports_Medicine	Sports_Medicine__Treat_fracture_dislocation_of_LE_not_hip_femur	ip,op,office,asc	0-3,4-11,12-17,18-64,65+
Sports_Medicine	Sports_Medicine__Treatment_fracture_or_dislocation_of_hip_femur	ip,op,office,asc	0-3,4-11,12-17,18-64,65+
Surgical_Procedures_on_the_Musculoskeletal_System	Surgical_Procedures_on_the_Musculoskeletal_System__Surgical_Procedures_on_the_Musculoskeletal_System_Chest_Wall	ip,op,office,asc	0-3,4-11,12-17,18-64,65+
Surgical_Procedures_on_the_Musculoskeletal_System	Surgical_Procedures_on_the_Musculoskeletal_System__Surgical_Procedures_on_the_Musculoskeletal_System_Chest_Wall_Add_On	ip,op,office,asc	0-3,4-11,12-17,18-64,65+
Surgical_Procedures_on_the_Musculoskeletal_System	Surgical_Procedures_on_the_Musculoskeletal_System__Surgical_Procedures_on_the_Musculoskeletal_System_of_the_Buttock	ip,op,office,asc	0-3,4-11,12-17,18-64,65+
Surgical_Procedures_on_the_Thyroid_Gland_Other	Surgical_Procedures_on_the_Thyroid_Gland_Other__Surgical_Procedures_on_the_Thyroid_Gland_Other	ip,op,office,asc	0-3,4-11,12-17,18-64,65+
Thoracic_Surgery	Thoracic_Surgery__Other_Procedures_on_the_Respiratory_System_and_Pericardium	ip,op,office,asc	0-3,4-11,12-17,18-64,65+
Thoracic_Surgery	Thoracic_Surgery__Removal_procedures_on_the_lungs_and_pleura_Add_On	ip,op,office,asc	0-3,4-11,12-17,18-64,65+
Thoracic_Surgery	Thoracic_Surgery__Repair_Procedures_on_the_Lungs_Pleura_or_Pericardium	ip,op,office,asc	0-3,4-11,12-17,18-64,65+
Thoracic_Surgery	Thoracic_Surgery__Rib_and_Sternum_Repair	ip,op,office,asc	0-3,4-11,12-17,18-64,65+
Thoracic_Surgery	Thoracic_Surgery__Surgical_Procedures_on_the_Chest_Wall	ip,op,office,asc	0-3,4-11,12-17,18-64,65+
Thoracic_Surgery	Thoracic_Surgery__Surgical_Procedures_on_the_Lungs_and_Pleura_Other	ip,op,office,asc	0-3,4-11,12-17,18-64,65+
Thoracic_Surgery	Thoracic_Surgery__Surgical_Procedures_on_the_Pericardium	ip,op,office,asc	0-3,4-11,12-17,18-64,65+
Thoracic_Surgery	Thoracic_Surgery__Surgical_Procedures_on_the_Respiratory_Tract_System_Unspecified_Site	ip,op,office,asc	0-3,4-11,12-17,18-64,65+
Thoracic_Surgery	Thoracic_Surgery__Thoracic_aortic_aneurysm_repair_Add_On	ip,op,office,asc	0-3,4-11,12-17,18-64,65+
Thoracic_Surgery	Thoracic_Surgery__Thoracotomy_or_Thoracostomy_Procedures	ip,op,office,asc	0-3,4-11,12-17,18-64,65+
Thoracic_Surgery	Thoracic_Surgery__Video_Assisted_Thoracoscopic_Surgery_VATS	ip,op,office,asc	0-3,4-11,12-17,18-64,65+
Thoracic_Surgery	Thoracic_Surgery__Video_Assisted_Thoracoscopic_Surgery_VATS_Add_On	ip,op,office,asc	0-3,4-11,12-17,18-64,65+
Throat_Procedure	Throat_Procedure__Device_Related_Procedures_on_the_Oral_Cavity_and_Throat	ip,op,office,asc	0-3,4-11,12-17,18-64,65+
Throat_Procedure	Throat_Procedure__Fragmentation_Procedures_on_the_Oral_Cavity_and_Throat	ip,op,office,asc	0-3,4-11,12-17,18-64,65+
Throat_Procedure	Throat_Procedure__Inspection_Procedures_on_the_Oral_Cavity_and_Throat	ip,op,office,asc	0-3,4-11,12-17,18-64,65+
Throat_Procedure	Throat_Procedure__Other_Procedures_on_the_Throat	ip,op,office,asc	0-3,4-11,12-17,18-64,65+
Throat_Procedure	Throat_Procedure__Removal_Revision_or_Other_Procedures_of_Tissue_Substitute_on_the_Oral_Cavity_and_Throat	ip,op,office,asc	0-3,4-11,12-17,18-64,65+
Transcatheter	Transcatheter__Transcatheter_Closure_of_Paravalvular_Leak	ip,op,office,asc	0-3,4-11,12-17,18-64,65+
Transcatheter	Transcatheter__Transcatheter_Closure_of_Paravalvular_Leak_Add_On	ip,op,office,asc	0-3,4-11,12-17,18-64,65+
Transcatheter	Transcatheter__Transcatheter_Placement_of_intracoronary_Drug_eluting_Stents	ip,op,office,asc	0-3,4-11,12-17,18-64,65+
Transcatheter	Transcatheter__Transcatheter_Placement_of_intracoronary_Drug_eluting_Stents_Add_On	ip,op,office,asc	0-3,4-11,12-17,18-64,65+
Transcatheter	Transcatheter__Transcatheter_Placement_of_intracoronary_Stents	ip,op,office,asc	0-3,4-11,12-17,18-64,65+
Transcatheter	Transcatheter__Transcatheter_Placement_of_Pulmonary_Valve	ip,op,office,asc	0-3,4-11,12-17,18-64,65+
Transcatheter	Transcatheter__Transcatheter_Replacement_of_Aortic_Valve	ip,op,office,asc	0-3,4-11,12-17,18-64,65+
Transcatheter	Transcatheter__Transcatheter_Replacement_of_Aortic_Valve_Add_On	ip,op,office,asc	0-3,4-11,12-17,18-64,65+
Transplantation	Transplantation__Intestinal_Transplantation	ip,op,office,asc	0-3,4-11,12-17,18-64,65+
Transplantation	Transplantation__Pancreas_Transplantation	ip,op,office,asc	0-3,4-11,12-17,18-64,65+
Transplantation	Transplantation__Surgical_Procedures_on_the_Endocrine_System_Islet_cell_transplantation	ip,op,office,asc	0-3,4-11,12-17,18-64,65+
Transurethral_Procedures	Transurethral_Procedures__Transurethral_Endoscopic_Procedures	ip,op,office,asc	0-3,4-11,12-17,18-64,65+
Transurethral_Procedures	Transurethral_Procedures__Transurethral_Endoscopic_Procedures_Add_On	ip,op,office,asc	0-3,4-11,12-17,18-64,65+
Transurethral_Procedures	Transurethral_Procedures__Transurethral_resection_of_prostate_TURP	ip,op,office,asc	0-3,4-11,12-17,18-64,65+
Ultrasound	Ultrasound__Ultrasound_Imaging	ip,op,office,asc	0-3,4-11,12-17,18-64,65+
Ultrasound	Ultrasound__Ultrasound_Imaging_Add_On	ip,op,office,asc	0-3,4-11,12-17,18-64,65+
Ureter_Procedures	Ureter_Procedures__Surgical_Procedures_on_the_Ureter	ip,op,office,asc	0-3,4-11,12-17,18-64,65+
Ureter_Procedures	Ureter_Procedures__Surgical_Procedures_on_the_Ureter_Add_On	ip,op,office,asc	0-3,4-11,12-17,18-64,65+
Ureter_Procedures	Ureter_Procedures__Surgical_Procedures_on_the_Urethra	ip,op,office,asc	0-3,4-11,12-17,18-64,65+
Vascular_Surgery	Vascular_Surgery__Abdominal_aortic_aneurysm_repair	ip,op,office,asc	0-3,4-11,12-17,18-64,65+
Vascular_Surgery	Vascular_Surgery__Abdominal_aortic_aneurysm_repair_Add_On	ip,op,office,asc	0-3,4-11,12-17,18-64,65+
Vascular_Surgery	Vascular_Surgery__Angiography	ip,op,office,asc	0-3,4-11,12-17,18-64,65+
